HistoryID,CaseMasterID,CaseStatusID,ChangedByEmployeeID,ChangeDate,Remarks
2097,743,2,77,2024-06-11,Investigation taken up
2098,743,5,77,2025-03-13,Status updated to Closed - Convicted
2099,744,1,103,2025-01-15,Case registered
2100,744,2,103,2025-02-14,Investigation taken up
2101,744,8,103,2025-07-16,Status updated to Closed - Undetected
2102,745,1,59,2025-01-24,Case registered
2103,745,2,59,2025-02-16,Investigation taken up
2104,745,7,59,2025-10-27,Status updated to Closed - False Case
2105,746,1,400,2025-01-19,Case registered
2106,746,2,400,2025-02-02,Investigation taken up
2107,746,5,400,2025-02-24,Status updated to Closed - Convicted
2108,747,1,100,2024-02-04,Case registered
2109,747,2,100,2024-02-27,Investigation taken up
2110,747,6,100,2024-04-07,Status updated to Closed - Acquitted
2111,748,1,34,2025-10-18,Case registered
2112,748,2,34,2025-11-16,Investigation taken up
2113,748,4,34,2026-02-22,Status updated to Pending Trial
2114,749,1,10,2026-01-21,Case registered
2115,749,2,10,2026-02-08,Investigation taken up
2116,749,4,10,2026-06-09,Status updated to Pending Trial
2117,750,1,65,2024-04-22,Case registered
2118,750,2,65,2024-05-17,Investigation taken up
2119,750,5,65,2024-06-06,Status updated to Closed - Convicted
2120,751,1,236,2025-12-19,Case registered
2121,751,2,236,2026-01-02,Investigation taken up
2122,751,4,236,2026-06-25,Status updated to Pending Trial
2123,752,1,340,2025-05-25,Case registered
2124,752,2,340,2025-06-18,Investigation taken up
2125,752,7,340,2025-08-20,Status updated to Closed - False Case
2126,753,1,319,2026-05-25,Case registered
2127,753,2,319,2026-06-11,Investigation taken up
2128,754,1,67,2024-07-13,Case registered
2129,754,2,67,2024-08-06,Investigation taken up
2130,754,8,67,2025-03-29,Status updated to Closed - Undetected
2131,755,1,50,2026-04-22,Case registered
2132,755,2,50,2026-05-04,Investigation taken up
2133,755,3,50,2027-01-08,Status updated to Charge Sheeted
2134,756,1,13,2026-06-09,Case registered
2135,756,2,13,2026-06-23,Investigation taken up
2136,757,1,225,2025-10-27,Case registered
2137,757,2,225,2025-11-24,Investigation taken up
2138,757,8,225,2026-08-07,Status updated to Closed - Undetected
2139,758,1,337,2024-02-13,Case registered
2140,758,2,337,2024-03-02,Investigation taken up
2141,758,4,337,2024-09-21,Status updated to Pending Trial
2142,759,1,384,2025-02-08,Case registered
2143,759,2,384,2025-02-22,Investigation taken up
2144,759,5,384,2025-10-10,Status updated to Closed - Convicted
2145,760,1,40,2024-12-05,Case registered
2146,760,2,40,2024-12-22,Investigation taken up
2147,760,7,40,2025-08-16,Status updated to Closed - False Case
2148,761,1,215,2026-06-25,Case registered
2149,762,1,276,2026-06-28,Case registered
2150,763,1,169,2025-06-16,Case registered
2151,763,2,169,2025-07-16,Investigation taken up
2152,763,3,169,2026-01-17,Status updated to Charge Sheeted
2153,764,1,345,2026-07-10,Case registered
2154,765,1,269,2024-05-17,Case registered
2155,765,2,269,2024-06-10,Investigation taken up
2156,765,4,269,2024-07-08,Status updated to Pending Trial
2157,766,1,438,2026-07-10,Case registered
2158,767,1,326,2025-05-08,Case registered
2159,767,2,326,2025-05-14,Investigation taken up
2160,767,5,326,2025-11-17,Status updated to Closed - Convicted
2161,768,1,368,2026-02-24,Case registered
2162,768,2,368,2026-03-06,Investigation taken up
2163,768,3,368,2026-11-14,Status updated to Charge Sheeted
2164,769,1,308,2026-05-22,Case registered
2165,769,2,308,2026-06-09,Investigation taken up
2166,769,3,308,2027-03-10,Status updated to Charge Sheeted
2167,770,1,354,2025-01-23,Case registered
2168,770,2,354,2025-02-14,Investigation taken up
2169,770,6,354,2025-03-15,Status updated to Closed - Acquitted
2170,771,1,97,2026-05-24,Case registered
2171,771,2,97,2026-06-06,Investigation taken up
2172,772,1,20,2025-12-20,Case registered
2173,772,2,20,2025-12-30,Investigation taken up
2174,772,4,20,2026-10-12,Status updated to Pending Trial
2175,773,1,96,2026-06-26,Case registered
2176,773,2,96,2026-07-19,Investigation taken up
2177,774,1,238,2025-10-15,Case registered
2178,774,2,238,2025-10-20,Investigation taken up
2179,774,4,238,2026-02-25,Status updated to Pending Trial
2180,775,1,114,2025-10-21,Case registered
2181,775,2,114,2025-11-08,Investigation taken up
2182,775,3,114,2026-07-25,Status updated to Charge Sheeted
2183,776,1,235,2024-12-07,Case registered
2184,776,2,235,2024-12-16,Investigation taken up
2185,776,6,235,2025-08-28,Status updated to Closed - Acquitted
2186,777,1,101,2024-10-09,Case registered
2187,777,2,101,2024-11-04,Investigation taken up
2188,777,8,101,2025-07-04,Status updated to Closed - Undetected
2189,778,1,256,2026-01-09,Case registered
2190,778,2,256,2026-02-05,Investigation taken up
2191,778,8,256,2026-07-25,Status updated to Closed - Undetected
2192,779,1,216,2024-02-20,Case registered
2193,779,2,216,2024-03-03,Investigation taken up
2194,779,8,216,2024-08-17,Status updated to Closed - Undetected
2195,780,1,86,2024-03-05,Case registered
2196,780,2,86,2024-03-12,Investigation taken up
2197,780,7,86,2024-11-14,Status updated to Closed - False Case
2198,781,1,386,2025-12-03,Case registered
2199,781,2,386,2025-12-16,Investigation taken up
2200,781,8,386,2026-02-20,Status updated to Closed - Undetected
2201,782,1,172,2024-09-22,Case registered
2202,782,2,172,2024-09-28,Investigation taken up
2203,782,5,172,2025-02-24,Status updated to Closed - Convicted
2204,783,1,287,2024-01-16,Case registered
2205,783,2,287,2024-01-28,Investigation taken up
2206,783,4,287,2024-09-13,Status updated to Pending Trial
2207,784,1,271,2025-09-24,Case registered
2208,784,2,271,2025-10-10,Investigation taken up
2209,784,3,271,2025-11-23,Status updated to Charge Sheeted
2210,785,1,72,2026-03-02,Case registered
2211,785,2,72,2026-03-09,Investigation taken up
2212,785,3,72,2026-12-11,Status updated to Charge Sheeted
2213,786,1,8,2026-05-24,Case registered
2214,786,2,8,2026-06-21,Investigation taken up
2215,786,3,8,2027-02-18,Status updated to Charge Sheeted
2216,787,1,351,2025-12-08,Case registered
2217,787,2,351,2025-12-22,Investigation taken up
2218,787,4,351,2026-08-04,Status updated to Pending Trial
2219,788,1,90,2025-07-27,Case registered
2220,788,2,90,2025-08-04,Investigation taken up
2221,788,4,90,2025-10-10,Status updated to Pending Trial
2222,789,1,86,2025-01-07,Case registered
2223,789,2,86,2025-01-20,Investigation taken up
2224,789,5,86,2025-04-27,Status updated to Closed - Convicted
2225,790,1,425,2025-11-07,Case registered
2226,790,2,425,2025-11-23,Investigation taken up
2227,790,3,425,2026-02-09,Status updated to Charge Sheeted
2228,791,1,73,2025-07-08,Case registered
2229,791,2,73,2025-07-25,Investigation taken up
2230,791,3,73,2026-05-03,Status updated to Charge Sheeted
2231,792,1,247,2024-01-27,Case registered
2232,792,2,247,2024-02-19,Investigation taken up
2233,792,6,247,2024-04-12,Status updated to Closed - Acquitted
2234,793,1,3,2025-10-24,Case registered
2235,793,2,3,2025-11-05,Investigation taken up
2236,793,4,3,2026-05-23,Status updated to Pending Trial
2237,794,1,55,2025-09-07,Case registered
2238,794,2,55,2025-10-06,Investigation taken up
2239,794,4,55,2026-03-26,Status updated to Pending Trial
2240,795,1,144,2026-01-16,Case registered
2241,795,2,144,2026-01-25,Investigation taken up
2242,795,4,144,2026-04-19,Status updated to Pending Trial
2243,796,1,111,2025-12-03,Case registered
2244,796,2,111,2026-01-01,Investigation taken up
2245,796,3,111,2026-04-13,Status updated to Charge Sheeted
2246,797,1,335,2024-11-10,Case registered
2247,797,2,335,2024-12-06,Investigation taken up
2248,797,5,335,2024-12-18,Status updated to Closed - Convicted
2249,798,1,53,2024-02-22,Case registered
2250,798,2,53,2024-03-21,Investigation taken up
2251,798,6,53,2024-08-27,Status updated to Closed - Acquitted
2252,799,1,419,2025-12-01,Case registered
2253,799,2,419,2025-12-17,Investigation taken up
2254,799,8,419,2026-02-22,Status updated to Closed - Undetected
2255,800,1,88,2025-12-19,Case registered
2256,800,2,88,2025-12-31,Investigation taken up
2257,800,4,88,2026-05-01,Status updated to Pending Trial
2258,801,1,81,2026-04-21,Case registered
2259,801,2,81,2026-05-18,Investigation taken up
2260,802,1,215,2026-04-02,Case registered
2261,802,2,215,2026-04-22,Investigation taken up
2262,802,3,215,2026-12-16,Status updated to Charge Sheeted
2263,803,1,80,2024-10-07,Case registered
2264,803,2,80,2024-10-28,Investigation taken up
2265,803,7,80,2025-03-28,Status updated to Closed - False Case
2266,804,1,107,2025-07-25,Case registered
2267,804,2,107,2025-08-02,Investigation taken up
2268,804,4,107,2025-12-06,Status updated to Pending Trial
2269,805,1,372,2025-11-13,Case registered
2270,805,2,372,2025-11-25,Investigation taken up
2271,805,4,372,2026-01-06,Status updated to Pending Trial
2272,806,1,275,2025-05-28,Case registered
2273,806,2,275,2025-06-25,Investigation taken up
2274,806,5,275,2026-03-12,Status updated to Closed - Convicted
2275,807,1,58,2026-01-20,Case registered
2276,807,2,58,2026-01-31,Investigation taken up
2277,807,4,58,2026-06-29,Status updated to Pending Trial
2278,808,1,146,2024-10-01,Case registered
2279,808,2,146,2024-10-18,Investigation taken up
2280,808,4,146,2025-07-07,Status updated to Pending Trial
2281,809,1,274,2025-02-07,Case registered
2282,809,2,274,2025-02-24,Investigation taken up
2283,809,5,274,2025-10-17,Status updated to Closed - Convicted
2284,810,1,377,2024-12-06,Case registered
2285,810,2,377,2025-01-02,Investigation taken up
2286,810,8,377,2025-02-16,Status updated to Closed - Undetected
2287,811,1,163,2025-01-24,Case registered
2288,811,2,163,2025-02-01,Investigation taken up
2289,811,5,163,2025-09-10,Status updated to Closed - Convicted
2290,812,1,183,2026-03-24,Case registered
2291,812,2,183,2026-03-30,Investigation taken up
2292,812,3,183,2026-11-03,Status updated to Charge Sheeted
2293,813,1,106,2025-08-27,Case registered
2294,813,2,106,2025-09-10,Investigation taken up
2295,813,3,106,2025-11-29,Status updated to Charge Sheeted
2296,814,1,151,2026-04-12,Case registered
2297,814,2,151,2026-05-11,Investigation taken up
2298,814,3,151,2026-06-30,Status updated to Charge Sheeted
2299,815,1,95,2025-03-26,Case registered
2300,815,2,95,2025-04-01,Investigation taken up
2301,815,8,95,2025-05-11,Status updated to Closed - Undetected
2302,816,1,440,2026-02-11,Case registered
2303,816,2,440,2026-02-28,Investigation taken up
2304,816,8,440,2026-11-08,Status updated to Closed - Undetected
2305,817,1,385,2024-12-05,Case registered
2306,817,2,385,2024-12-22,Investigation taken up
2307,817,7,385,2025-08-02,Status updated to Closed - False Case
2308,818,1,239,2026-01-07,Case registered
2309,818,2,239,2026-01-30,Investigation taken up
2310,818,8,239,2026-06-11,Status updated to Closed - Undetected
2311,819,1,210,2024-09-22,Case registered
2312,819,2,210,2024-10-22,Investigation taken up
2313,819,5,210,2024-11-19,Status updated to Closed - Convicted
2314,820,1,318,2025-07-05,Case registered
2315,820,2,318,2025-07-21,Investigation taken up
2316,820,4,318,2025-10-13,Status updated to Pending Trial
2317,821,1,328,2024-04-24,Case registered
2318,821,2,328,2024-05-15,Investigation taken up
2319,821,4,328,2024-12-22,Status updated to Pending Trial
2320,822,1,403,2025-10-03,Case registered
2321,822,2,403,2025-10-20,Investigation taken up
2322,822,3,403,2025-12-20,Status updated to Charge Sheeted
2323,823,1,67,2024-02-23,Case registered
2324,823,2,67,2024-03-03,Investigation taken up
2325,823,5,67,2024-04-26,Status updated to Closed - Convicted
2326,824,1,112,2026-07-10,Case registered
2327,825,1,380,2025-03-23,Case registered
2328,825,2,380,2025-03-30,Investigation taken up
2329,825,7,380,2025-09-17,Status updated to Closed - False Case
2330,826,1,288,2024-08-22,Case registered
2331,826,2,288,2024-09-05,Investigation taken up
2332,826,5,288,2024-12-20,Status updated to Closed - Convicted
2333,827,1,249,2024-02-08,Case registered
2334,827,2,249,2024-02-14,Investigation taken up
2335,827,5,249,2024-06-21,Status updated to Closed - Convicted
2336,828,1,150,2026-03-16,Case registered
2337,828,2,150,2026-03-30,Investigation taken up
2338,829,1,351,2026-02-26,Case registered
2339,829,2,351,2026-03-28,Investigation taken up
2340,829,3,351,2026-09-15,Status updated to Charge Sheeted
2341,830,1,44,2026-04-06,Case registered
2342,830,2,44,2026-04-28,Investigation taken up
2343,830,3,44,2026-12-29,Status updated to Charge Sheeted
2344,831,1,419,2026-02-24,Case registered
2345,831,2,419,2026-03-09,Investigation taken up
2346,831,8,419,2026-05-07,Status updated to Closed - Undetected
2347,832,1,290,2026-01-04,Case registered
2348,832,2,290,2026-01-18,Investigation taken up
2349,832,4,290,2026-06-16,Status updated to Pending Trial
2350,833,1,323,2026-03-13,Case registered
2351,833,2,323,2026-03-23,Investigation taken up
2352,833,3,323,2026-11-21,Status updated to Charge Sheeted
2353,834,1,303,2024-02-24,Case registered
2354,834,2,303,2024-03-18,Investigation taken up
2355,834,8,303,2024-09-20,Status updated to Closed - Undetected
2356,835,1,260,2026-07-10,Case registered
2357,835,2,260,2026-07-16,Investigation taken up
2358,836,1,302,2024-10-06,Case registered
2359,836,2,302,2024-10-12,Investigation taken up
2360,836,8,302,2024-11-11,Status updated to Closed - Undetected
2361,837,1,199,2026-04-06,Case registered
2362,837,2,199,2026-04-28,Investigation taken up
2363,837,3,199,2026-11-26,Status updated to Charge Sheeted
2364,838,1,121,2024-09-10,Case registered
2365,838,2,121,2024-10-06,Investigation taken up
2366,838,5,121,2025-01-02,Status updated to Closed - Convicted
2367,839,1,260,2026-06-06,Case registered
2368,839,2,260,2026-06-25,Investigation taken up
2369,840,1,12,2026-03-12,Case registered
2370,840,2,12,2026-04-07,Investigation taken up
2371,840,8,12,2026-10-11,Status updated to Closed - Undetected
2372,841,1,166,2025-01-01,Case registered
2373,841,2,166,2025-01-16,Investigation taken up
2374,841,8,166,2025-05-19,Status updated to Closed - Undetected
2375,842,1,77,2024-06-19,Case registered
2376,842,2,77,2024-07-16,Investigation taken up
2377,842,5,77,2025-04-10,Status updated to Closed - Convicted
2378,843,1,89,2026-05-27,Case registered
2379,843,2,89,2026-06-21,Investigation taken up
2380,844,1,262,2024-03-13,Case registered
2381,844,2,262,2024-03-21,Investigation taken up
2382,844,6,262,2024-04-29,Status updated to Closed - Acquitted
2383,845,1,323,2024-06-13,Case registered
2384,845,2,323,2024-06-28,Investigation taken up
2385,845,6,323,2024-08-18,Status updated to Closed - Acquitted
2386,846,1,55,2025-03-16,Case registered
2387,846,2,55,2025-03-27,Investigation taken up
2388,846,4,55,2025-07-31,Status updated to Pending Trial
2389,847,1,356,2025-06-06,Case registered
2390,847,2,356,2025-07-03,Investigation taken up
2391,847,6,356,2026-02-17,Status updated to Closed - Acquitted
2392,848,1,315,2024-01-06,Case registered
2393,848,2,315,2024-01-24,Investigation taken up
2394,848,5,315,2024-07-01,Status updated to Closed - Convicted
2395,849,1,252,2024-11-24,Case registered
2396,849,2,252,2024-12-10,Investigation taken up
2397,849,6,252,2025-04-12,Status updated to Closed - Acquitted
2398,850,1,293,2025-04-19,Case registered
2399,850,2,293,2025-05-17,Investigation taken up
2400,850,5,293,2026-01-27,Status updated to Closed - Convicted
2401,851,1,127,2024-07-24,Case registered
2402,851,2,127,2024-08-18,Investigation taken up
2403,851,5,127,2024-10-08,Status updated to Closed - Convicted
2404,852,1,236,2026-04-11,Case registered
2405,852,2,236,2026-04-21,Investigation taken up
2406,852,3,236,2026-10-02,Status updated to Charge Sheeted
2407,853,1,6,2024-07-26,Case registered
2408,853,2,6,2024-08-21,Investigation taken up
2409,853,4,6,2025-04-03,Status updated to Pending Trial
2410,854,1,70,2024-02-04,Case registered
2411,854,2,70,2024-03-03,Investigation taken up
2412,854,5,70,2024-10-03,Status updated to Closed - Convicted
2413,855,1,161,2025-05-01,Case registered
2414,855,2,161,2025-05-11,Investigation taken up
2415,855,6,161,2025-06-17,Status updated to Closed - Acquitted
2416,856,1,301,2025-09-04,Case registered
2417,856,2,301,2025-09-23,Investigation taken up
2418,856,8,301,2025-10-24,Status updated to Closed - Undetected
2419,857,1,131,2026-04-21,Case registered
2420,857,2,131,2026-05-03,Investigation taken up
2421,858,1,18,2025-04-04,Case registered
2422,858,2,18,2025-05-01,Investigation taken up
2423,858,8,18,2025-12-25,Status updated to Closed - Undetected
2424,859,1,92,2024-05-22,Case registered
2425,859,2,92,2024-06-12,Investigation taken up
2426,859,8,92,2024-09-29,Status updated to Closed - Undetected
2427,860,1,372,2026-02-10,Case registered
2428,860,2,372,2026-03-03,Investigation taken up
2429,860,4,372,2026-10-11,Status updated to Pending Trial
2430,861,1,396,2026-01-09,Case registered
2431,861,2,396,2026-02-08,Investigation taken up
2432,861,8,396,2026-04-13,Status updated to Closed - Undetected
2433,862,1,171,2024-12-26,Case registered
2434,862,2,171,2025-01-17,Investigation taken up
2435,862,8,171,2025-05-15,Status updated to Closed - Undetected
2436,863,1,280,2024-07-01,Case registered
2437,863,2,280,2024-07-21,Investigation taken up
2438,863,4,280,2024-10-25,Status updated to Pending Trial
2439,864,1,287,2026-02-12,Case registered
2440,864,2,287,2026-03-09,Investigation taken up
2441,864,4,287,2026-05-02,Status updated to Pending Trial
2442,865,1,381,2024-04-13,Case registered
2443,865,2,381,2024-05-11,Investigation taken up
2444,865,5,381,2024-12-19,Status updated to Closed - Convicted
2445,866,1,166,2024-08-14,Case registered
2446,866,2,166,2024-09-02,Investigation taken up
2447,866,4,166,2024-12-09,Status updated to Pending Trial
2448,867,1,236,2026-01-03,Case registered
2449,867,2,236,2026-01-12,Investigation taken up
2450,867,4,236,2026-06-20,Status updated to Pending Trial
2451,868,1,345,2024-03-11,Case registered
2452,868,2,345,2024-03-23,Investigation taken up
2453,868,5,345,2024-04-25,Status updated to Closed - Convicted
2454,869,1,257,2026-04-11,Case registered
2455,869,2,257,2026-04-24,Investigation taken up
2456,870,1,351,2024-12-27,Case registered
2457,870,2,351,2025-01-04,Investigation taken up
2458,870,8,351,2025-06-11,Status updated to Closed - Undetected
2459,871,1,53,2024-03-16,Case registered
2460,871,2,53,2024-04-04,Investigation taken up
2461,871,4,53,2024-11-09,Status updated to Pending Trial
2462,872,1,42,2026-02-27,Case registered
2463,872,2,42,2026-03-29,Investigation taken up
2464,872,3,42,2026-05-19,Status updated to Charge Sheeted
2465,873,1,98,2025-06-15,Case registered
2466,873,2,98,2025-07-12,Investigation taken up
2467,873,3,98,2026-01-25,Status updated to Charge Sheeted
2468,874,1,45,2024-12-16,Case registered
2469,874,2,45,2024-12-31,Investigation taken up
2470,874,6,45,2025-03-26,Status updated to Closed - Acquitted
2471,875,1,379,2025-11-02,Case registered
2472,875,2,379,2025-11-29,Investigation taken up
2473,875,8,379,2026-08-13,Status updated to Closed - Undetected
2474,876,1,125,2025-06-22,Case registered
2475,876,2,125,2025-06-27,Investigation taken up
2476,876,8,125,2025-09-21,Status updated to Closed - Undetected
2477,877,1,324,2024-04-11,Case registered
2478,877,2,324,2024-05-06,Investigation taken up
2479,877,5,324,2024-09-13,Status updated to Closed - Convicted
2480,878,1,98,2026-05-25,Case registered
2481,878,2,98,2026-06-24,Investigation taken up
2482,879,1,398,2024-01-02,Case registered
2483,879,2,398,2024-01-25,Investigation taken up
2484,879,4,398,2024-10-07,Status updated to Pending Trial
2485,880,1,347,2024-12-23,Case registered
2486,880,2,347,2025-01-09,Investigation taken up
2487,880,6,347,2025-05-15,Status updated to Closed - Acquitted
2488,881,1,249,2024-08-09,Case registered
2489,881,2,249,2024-08-30,Investigation taken up
2490,881,5,249,2025-05-26,Status updated to Closed - Convicted
2491,882,1,46,2025-09-05,Case registered
2492,882,2,46,2025-09-16,Investigation taken up
2493,882,8,46,2026-06-20,Status updated to Closed - Undetected
2494,883,1,121,2024-05-05,Case registered
2495,883,2,121,2024-05-27,Investigation taken up
2496,883,6,121,2024-08-03,Status updated to Closed - Acquitted
2497,884,1,202,2026-05-03,Case registered
2498,884,2,202,2026-05-31,Investigation taken up
2499,884,3,202,2027-02-27,Status updated to Charge Sheeted
2500,885,1,58,2026-04-01,Case registered
2501,885,2,58,2026-04-07,Investigation taken up
2502,885,3,58,2026-09-18,Status updated to Charge Sheeted
2503,886,1,211,2026-06-20,Case registered
2504,887,1,62,2026-07-10,Case registered
2505,887,2,62,2026-07-23,Investigation taken up
2506,888,1,281,2025-10-21,Case registered
2507,888,2,281,2025-11-09,Investigation taken up
2508,888,3,281,2026-04-19,Status updated to Charge Sheeted
2509,889,1,22,2025-02-03,Case registered
2510,889,2,22,2025-03-05,Investigation taken up
2511,889,5,22,2025-08-11,Status updated to Closed - Convicted
2512,890,1,318,2025-01-22,Case registered
2513,890,2,318,2025-02-07,Investigation taken up
2514,890,4,318,2025-05-05,Status updated to Pending Trial
2515,891,1,372,2026-05-01,Case registered
2516,891,2,372,2026-05-07,Investigation taken up
2517,891,3,372,2026-08-11,Status updated to Charge Sheeted
2518,892,1,299,2024-10-28,Case registered
2519,892,2,299,2024-11-12,Investigation taken up
2520,892,6,299,2025-05-19,Status updated to Closed - Acquitted
2521,893,1,422,2024-12-15,Case registered
2522,893,2,422,2025-01-03,Investigation taken up
2523,893,6,422,2025-02-06,Status updated to Closed - Acquitted
2524,894,1,46,2025-06-27,Case registered
2525,894,2,46,2025-07-23,Investigation taken up
2526,894,8,46,2026-01-29,Status updated to Closed - Undetected
2527,895,1,25,2025-11-20,Case registered
2528,895,2,25,2025-12-01,Investigation taken up
2529,895,4,25,2026-08-29,Status updated to Pending Trial
2530,896,1,190,2026-06-18,Case registered
2531,896,2,190,2026-07-08,Investigation taken up
2532,897,1,337,2026-04-27,Case registered
2533,897,2,337,2026-05-26,Investigation taken up
2534,898,1,48,2025-01-06,Case registered
2535,898,2,48,2025-02-04,Investigation taken up
2536,898,6,48,2025-08-12,Status updated to Closed - Acquitted
2537,899,1,346,2025-09-14,Case registered
2538,899,2,346,2025-10-03,Investigation taken up
2539,899,4,346,2026-04-08,Status updated to Pending Trial
2540,900,1,141,2026-03-26,Case registered
2541,900,2,141,2026-04-20,Investigation taken up
2542,901,1,399,2024-04-20,Case registered
2543,901,2,399,2024-05-17,Investigation taken up
2544,901,4,399,2024-08-09,Status updated to Pending Trial
2545,902,1,70,2025-06-02,Case registered
2546,902,2,70,2025-06-11,Investigation taken up
2547,902,5,70,2025-08-29,Status updated to Closed - Convicted
2548,903,1,39,2026-01-16,Case registered
2549,903,2,39,2026-02-14,Investigation taken up
2550,903,8,39,2026-03-24,Status updated to Closed - Undetected
2551,904,1,171,2024-11-14,Case registered
2552,904,2,171,2024-11-20,Investigation taken up
2553,904,8,171,2025-09-01,Status updated to Closed - Undetected
2554,905,1,231,2025-06-12,Case registered
2555,905,2,231,2025-06-23,Investigation taken up
2556,905,4,231,2025-09-06,Status updated to Pending Trial
2557,906,1,154,2025-12-21,Case registered
2558,906,2,154,2025-12-29,Investigation taken up
2559,906,3,154,2026-07-31,Status updated to Charge Sheeted
2560,907,1,440,2024-02-27,Case registered
2561,907,2,440,2024-03-12,Investigation taken up
2562,907,8,440,2024-04-10,Status updated to Closed - Undetected
2563,908,1,369,2025-05-01,Case registered
2564,908,2,369,2025-05-13,Investigation taken up
2565,908,5,369,2025-11-13,Status updated to Closed - Convicted
2566,909,1,261,2026-06-07,Case registered
2567,909,2,261,2026-06-20,Investigation taken up
2568,909,3,261,2026-10-08,Status updated to Charge Sheeted
2569,910,1,59,2024-07-27,Case registered
2570,910,2,59,2024-08-02,Investigation taken up
2571,910,7,59,2025-05-05,Status updated to Closed - False Case
2572,911,1,316,2024-12-15,Case registered
2573,911,2,316,2025-01-05,Investigation taken up
2574,911,4,316,2025-03-26,Status updated to Pending Trial
2575,912,1,281,2024-05-22,Case registered
2576,912,2,281,2024-05-31,Investigation taken up
2577,912,6,281,2024-11-21,Status updated to Closed - Acquitted
2578,913,1,305,2025-09-18,Case registered
2579,913,2,305,2025-09-26,Investigation taken up
2580,913,4,305,2026-03-27,Status updated to Pending Trial
2581,914,1,194,2024-04-27,Case registered
2582,914,2,194,2024-05-19,Investigation taken up
2583,914,6,194,2024-08-07,Status updated to Closed - Acquitted
2584,915,1,428,2025-03-27,Case registered
2585,915,2,428,2025-04-18,Investigation taken up
2586,915,6,428,2026-01-14,Status updated to Closed - Acquitted
2587,916,1,58,2025-10-27,Case registered
2588,916,2,58,2025-11-06,Investigation taken up
2589,916,4,58,2026-01-26,Status updated to Pending Trial
2590,917,1,95,2025-08-06,Case registered
2591,917,2,95,2025-08-21,Investigation taken up
2592,917,4,95,2025-09-27,Status updated to Pending Trial
2593,918,1,432,2025-05-12,Case registered
2594,918,2,432,2025-05-22,Investigation taken up
2595,918,6,432,2025-09-07,Status updated to Closed - Acquitted
2596,919,1,238,2026-07-10,Case registered
2597,919,2,238,2026-07-15,Investigation taken up
2598,920,1,346,2024-01-20,Case registered
2599,920,2,346,2024-02-19,Investigation taken up
2600,920,6,346,2024-10-18,Status updated to Closed - Acquitted
2601,921,1,338,2025-08-06,Case registered
2602,921,2,338,2025-08-19,Investigation taken up
2603,921,3,338,2025-11-20,Status updated to Charge Sheeted
2604,922,1,254,2025-08-17,Case registered
2605,922,2,254,2025-09-16,Investigation taken up
2606,922,3,254,2026-01-08,Status updated to Charge Sheeted
2607,923,1,291,2026-05-17,Case registered
2608,923,2,291,2026-05-26,Investigation taken up
2609,923,3,291,2026-08-08,Status updated to Charge Sheeted
2610,924,1,296,2024-02-23,Case registered
2611,924,2,296,2024-03-21,Investigation taken up
2612,924,6,296,2024-10-06,Status updated to Closed - Acquitted
2613,925,1,56,2026-01-07,Case registered
2614,925,2,56,2026-02-01,Investigation taken up
2615,925,8,56,2026-08-11,Status updated to Closed - Undetected
2616,926,1,101,2025-07-14,Case registered
2617,926,2,101,2025-08-09,Investigation taken up
2618,926,3,101,2026-03-15,Status updated to Charge Sheeted
2619,927,1,266,2026-05-22,Case registered
2620,927,2,266,2026-06-12,Investigation taken up
2621,928,1,403,2025-07-04,Case registered
2622,928,2,403,2025-07-17,Investigation taken up
2623,928,3,403,2026-02-20,Status updated to Charge Sheeted
2624,929,1,39,2026-02-23,Case registered
2625,929,2,39,2026-03-04,Investigation taken up
2626,929,4,39,2026-06-14,Status updated to Pending Trial
2627,930,1,432,2025-02-23,Case registered
2628,930,2,432,2025-03-11,Investigation taken up
2629,930,6,432,2025-06-13,Status updated to Closed - Acquitted
2630,931,1,333,2025-05-19,Case registered
2631,931,2,333,2025-06-16,Investigation taken up
2632,931,4,333,2026-01-14,Status updated to Pending Trial
2633,932,1,119,2026-01-25,Case registered
2634,932,2,119,2026-02-07,Investigation taken up
2635,932,3,119,2026-05-14,Status updated to Charge Sheeted
2636,933,1,24,2025-11-23,Case registered
2637,933,2,24,2025-12-20,Investigation taken up
2638,933,8,24,2026-03-14,Status updated to Closed - Undetected
2639,934,1,187,2024-11-27,Case registered
2640,934,2,187,2024-12-07,Investigation taken up
2641,934,5,187,2025-05-02,Status updated to Closed - Convicted
2642,935,1,74,2026-03-22,Case registered
2643,935,2,74,2026-04-10,Investigation taken up
2644,935,3,74,2027-01-01,Status updated to Charge Sheeted
2645,936,1,70,2025-09-10,Case registered
2646,936,2,70,2025-10-06,Investigation taken up
2647,936,8,70,2025-12-28,Status updated to Closed - Undetected
2648,937,1,73,2025-07-06,Case registered
2649,937,2,73,2025-07-18,Investigation taken up
2650,937,4,73,2025-12-19,Status updated to Pending Trial
2651,938,1,372,2025-12-23,Case registered
2652,938,2,372,2026-01-21,Investigation taken up
2653,938,3,372,2026-02-06,Status updated to Charge Sheeted
2654,939,1,238,2026-07-10,Case registered
2655,940,1,44,2024-05-01,Case registered
2656,940,2,44,2024-05-23,Investigation taken up
2657,940,8,44,2024-07-02,Status updated to Closed - Undetected
2658,941,1,368,2025-01-21,Case registered
2659,941,2,368,2025-01-28,Investigation taken up
2660,941,8,368,2025-10-27,Status updated to Closed - Undetected
2661,942,1,440,2024-08-05,Case registered
