CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
709,100280115202500002,202500002,2025-10-27,403,115,1,2,2,11,8,56,2025-10-24,2025-10-24,2025-10-27,14.78399,74.701413,"On 2025-10-27, the complainant reported that the complainant's vehicle was stolen from where it was parked at Area-17 area of Uttara Kannada.  The matter was registered and taken up for investigation."
710,100070035202500001,202500001,2025-09-24,124,35,1,2,2,7,3,13,2025-09-23,2025-09-23,2025-09-24,11.818621,76.934232,"On 2025-09-24, the complainant reported that the complainant's house was broken into and valuables were stolen at Area-13 area of Chamarajanagar.  The matter was registered and taken up for investigation."
711,100290120202500004,202500004,2025-03-22,423,120,1,2,3,13,5,58,2025-03-19,2025-03-19,2025-03-22,16.734433,75.754434,"A complaint was received on 2025-03-22 stating that funds entrusted to the accused were misappropriated near Area-20, Vijayapura.  Investigation has been initiated by the station."
712,100050028202500008,202500008,2025-07-23,99,28,1,2,2,11,8,9,2025-07-21,2025-07-21,2025-07-23,12.95521,77.564336,"A complaint was received on 2025-07-23 stating that the complainant's vehicle was stolen from where it was parked near Area-13, Bengaluru Urban.  Investigation has been initiated by the station."
713,800020006202400001,202400001,2024-10-27,20,6,3,2,2,10,5,4,2024-10-24,2024-10-24,2024-10-27,15.197617,76.836995,"A complaint was received on 2024-10-27 stating that the complainant's gold chain was snatched by persons on a two-wheeler near Area-8, Ballari. Preliminary information suggests a pattern consistent with prior cases in the area. Investigation has been initiated by the station."
714,100110048202400002,202400002,2024-10-22,164,48,1,2,1,3,8,21,2024-10-21,2024-10-21,2024-10-22,12.881873,74.787111,"A complaint was received on 2024-10-22 stating that the victim sustained grievous injuries following an altercation near Area-2, Dakshina Kannada. Preliminary information suggests a pattern consistent with prior cases in the area. Investigation has been initiated by the station."
715,100100044202400001,202400001,2024-05-14,151,44,1,2,3,14,5,20,2024-05-12,2024-05-12,2024-05-14,14.28866,76.383066,"On 2024-05-14, the complainant reported that counterfeit currency notes were found in circulation at Area-9 area of Chitradurga.  The matter was registered and taken up for investigation."
716,100230098202500001,202500001,2025-09-13,345,98,1,2,3,12,4,46,2025-09-11,2025-09-11,2025-09-13,16.309791,77.436208,"On 2025-09-13, the complainant reported that the complainant was cheated of money on false pretences at Area-12 area of Raichur.  The matter was registered and taken up for investigation."
717,100260111202500002,202500002,2025-12-06,393,111,1,2,6,22,4,51,2025-12-05,2025-12-05,2025-12-06,13.371838,77.139354,"On 2025-12-06, information was received at the station regarding an unlawful assembly gathered and caused a public disturbance in Area-15 locality, Tumakuru district. Preliminary information suggests a pattern consistent with prior cases in the area."
718,300280115202500001,202500001,2025-09-26,403,115,2,1,2,9,4,56,2025-09-23,2025-09-23,2025-09-26,14.80635,74.640671,"On 2025-09-26, information was received at the station regarding a group of armed persons robbed the complainant's premises in Area-2 locality, Uttara Kannada district. "
719,100180079202400001,202400001,2024-08-08,272,79,1,2,3,13,8,35,2024-08-07,2024-08-07,2024-08-08,12.365618,75.824012,"A complaint was received on 2024-08-08 stating that funds entrusted to the accused were misappropriated near Area-14, Kodagu.  Investigation has been initiated by the station."
720,100050020202500005,202500005,2025-12-01,68,20,1,1,5,20,8,9,2025-11-28,2025-11-28,2025-12-01,12.981768,77.505175,"On 2025-12-01, the complainant reported that a narcotics trafficking network was uncovered during a routine check at Area-8 area of Bengaluru Urban. Preliminary information suggests a pattern consistent with prior cases in the area. The matter was registered and taken up for investigation."
721,100190083202600004,202600004,2026-01-18,285,83,1,2,4,15,4,37,2026-01-15,2026-01-15,2026-01-18,13.085583,78.185072,"A complaint was received on 2026-01-18 stating that the complainant was subjected to domestic cruelty by family members near Area-4, Kolar.  Investigation has been initiated by the station."
722,100050020202500006,202500006,2025-01-25,65,20,1,2,4,17,7,9,2025-01-23,2025-01-23,2025-01-25,13.005854,77.664099,"On 2025-01-25, information was received at the station regarding the complainant was molested near a public place in Area-8 locality, Bengaluru Urban district. Preliminary information suggests a pattern consistent with prior cases in the area."
723,100010001202400004,202400004,2024-01-18,1,1,1,2,3,14,8,2,2024-01-17,2024-01-17,2024-01-18,16.238751,75.690052,"On 2024-01-18, information was received at the station regarding counterfeit currency notes were found in circulation in Area-18 locality, Bagalkot district. "
724,100230098202500002,202500002,2025-03-25,346,98,1,2,2,10,7,45,2025-03-22,2025-03-22,2025-03-25,16.124829,77.26644,"On 2025-03-25, information was received at the station regarding the complainant's gold chain was snatched by persons on a two-wheeler in Area-11 locality, Raichur district. "
725,100050024202600007,202600007,2026-05-20,80,24,1,2,7,26,2,10,2026-05-20,2026-05-20,2026-05-20,12.902263,77.479259,"On 2026-05-20, the complainant reported that the complainant was defrauded after being threatened over a video call impersonating law enforcement at Area-12 area of Bengaluru Urban.  The matter was registered and taken up for investigation."
726,400070035202400001,202400001,2024-12-03,122,35,4,2,4,17,5,13,2024-12-03,2024-12-03,2024-12-03,11.927873,77.021815,"On 2024-12-03, the complainant reported that the complainant was molested near a public place at Area-1 area of Chamarajanagar.  The matter was registered and taken up for investigation."
727,100050019202600004,202600004,2026-01-15,63,19,1,2,7,25,4,9,2026-01-15,2026-01-15,2026-01-15,12.98164,77.584008,"A complaint was received on 2026-01-15 stating that the complainant was repeatedly harassed online by an unknown person near Area-12, Bengaluru Urban.  Investigation has been initiated by the station."
728,100150068202600005,202600005,2026-05-16,231,68,1,2,7,24,3,29,2026-05-15,2026-05-15,2026-05-16,13.098332,76.212965,"On 2026-05-16, the complainant reported that the complainant's personal credentials were misused for financial fraud at Area-8 area of Hassan.  The matter was registered and taken up for investigation."
729,100210090202600002,202600002,2026-06-27,314,90,1,2,3,14,1,41,2026-06-24,2026-06-24,2026-06-27,12.410804,76.878854,"On 2026-06-27, the complainant reported that counterfeit currency notes were found in circulation at Area-4 area of Mandya.  The matter was registered and taken up for investigation."
730,100050026202600006,202600006,2026-02-14,89,26,1,2,7,23,3,10,2026-02-12,2026-02-12,2026-02-14,12.887984,77.479961,"On 2026-02-14, the complainant reported that the complainant lost money through a fraudulent online transaction at Area-6 area of Bengaluru Urban.  The matter was registered and taken up for investigation."
731,100050020202500007,202500007,2025-11-01,67,20,1,2,2,11,4,9,2025-10-31,2025-10-31,2025-11-01,12.990852,77.564866,"On 2025-11-01, information was received at the station regarding the complainant's vehicle was stolen from where it was parked in Area-7 locality, Bengaluru Urban district. "
732,100120052202400002,202400002,2024-12-16,177,52,1,2,2,7,8,23,2024-12-14,2024-12-14,2024-12-16,14.572986,75.931057,"On 2024-12-16, information was received at the station regarding the complainant's house was broken into and valuables were stolen in Area-11 locality, Davanagere district. "
733,100130061202400003,202400003,2024-09-06,204,61,1,2,2,10,5,25,2024-09-05,2024-09-05,2024-09-06,15.548218,75.003077,"A complaint was received on 2024-09-06 stating that the complainant's gold chain was snatched by persons on a two-wheeler near Area-16, Dharwad.  Investigation has been initiated by the station."
734,300020009202600001,202600001,2026-06-25,30,9,2,2,7,25,1,4,2026-06-22,2026-06-22,2026-06-25,15.109492,76.925022,"On 2026-06-25, the complainant reported that the complainant was repeatedly harassed online by an unknown person at Area-5 area of Ballari.  The matter was registered and taken up for investigation."
735,100120055202400003,202400003,2024-12-07,185,55,1,2,2,6,6,24,2024-12-07,2024-12-07,2024-12-07,14.450275,75.945863,"On 2024-12-07, the complainant reported that property belonging to the complainant was stolen at Area-6 area of Davanagere.  The matter was registered and taken up for investigation."
736,300030011202500002,202500002,2025-11-17,37,11,2,1,2,9,4,6,2025-11-17,2025-11-17,2025-11-17,15.823502,74.59986,"On 2025-11-17, information was received at the station regarding a group of armed persons robbed the complainant's premises in Area-5 locality, Belagavi district. "
737,100110049202400004,202400004,2024-02-27,165,49,1,2,2,8,8,22,2024-02-24,2024-02-24,2024-02-27,12.797713,74.898915,"On 2024-02-27, the complainant reported that the complainant was robbed at knifepoint at Area-2 area of Dakshina Kannada.  The matter was registered and taken up for investigation."
738,100130059202500006,202500006,2025-05-20,199,59,1,2,3,13,4,26,2025-05-19,2025-05-19,2025-05-20,15.51222,74.999002,"On 2025-05-20, information was received at the station regarding funds entrusted to the accused were misappropriated in Area-2 locality, Dharwad district. Preliminary information suggests a pattern consistent with prior cases in the area."
739,300130059202600001,202600001,2026-06-26,197,59,2,2,8,28,1,25,2026-06-25,2026-06-25,2026-06-26,15.351481,74.929196,"On 2026-06-26, information was received at the station regarding a person was found dead under circumstances requiring inquest in Area-16 locality, Dharwad district. "
740,100020007202600001,202600001,2026-03-26,23,7,1,1,1,1,2,4,2026-03-24,2026-03-24,2026-03-26,15.12735,76.950612,"A complaint was received on 2026-03-26 stating that the victim was found dead under suspicious circumstances near Area-1, Ballari.  Investigation has been initiated by the station."
741,100220095202400003,202400003,2024-07-02,333,95,1,2,2,7,5,44,2024-07-01,2024-07-01,2024-07-02,12.374884,76.545067,"On 2024-07-02, information was received at the station regarding the complainant's house was broken into and valuables were stolen in Area-3 locality, Mysuru district. "
742,100260107202400001,202400001,2024-12-13,378,107,1,2,3,14,5,51,2024-12-11,2024-12-11,2024-12-13,13.371622,77.039184,"On 2024-12-13, information was received at the station regarding counterfeit currency notes were found in circulation in Area-9 locality, Tumakuru district. "
743,100050023202400002,202400002,2024-05-19,77,23,1,2,5,19,5,10,2024-05-16,2024-05-16,2024-05-19,12.961133,77.61282,"On 2024-05-19, information was received at the station regarding narcotic substances were recovered from the accused in Area-9 locality, Bengaluru Urban district. "
744,100050030202500008,202500008,2025-01-15,103,30,1,2,7,25,8,10,2025-01-15,2025-01-15,2025-01-15,13.04187,77.699053,"On 2025-01-15, information was received at the station regarding the complainant was repeatedly harassed online by an unknown person in Area-19 locality, Bengaluru Urban district. "
745,100040018202500003,202500003,2025-01-24,59,18,1,2,3,12,7,7,2025-01-23,2025-01-23,2025-01-24,13.233392,77.467159,"On 2025-01-24, the complainant reported that the complainant was cheated of money on false pretences at Area-10 area of Bengaluru Rural.  The matter was registered and taken up for investigation."
746,100270114202500002,202500002,2025-01-19,400,114,1,2,2,10,5,54,2025-01-16,2025-01-16,2025-01-19,13.379804,74.739238,"A complaint was received on 2025-01-19 stating that the complainant's gold chain was snatched by persons on a two-wheeler near Area-3, Udupi.  Investigation has been initiated by the station."
747,100050029202400005,202400005,2024-02-04,100,29,1,2,2,11,6,10,2024-02-04,2024-02-04,2024-02-04,12.994884,77.556901,"On 2024-02-04, information was received at the station regarding the complainant's vehicle was stolen from where it was parked in Area-6 locality, Bengaluru Urban district. "
748,100030010202500001,202500001,2025-10-18,34,10,1,2,2,7,4,5,2025-10-17,2025-10-17,2025-10-18,15.929275,74.591616,"On 2025-10-18, the complainant reported that the complainant's house was broken into and valuables were stolen at Area-16 area of Belagavi.  The matter was registered and taken up for investigation."
749,100010003202600002,202600002,2026-01-21,10,3,1,2,1,3,4,2,2026-01-20,2026-01-20,2026-01-21,16.111697,75.679151,"On 2026-01-21, information was received at the station regarding the victim sustained grievous injuries following an altercation in Area-4 locality, Bagalkot district. "
750,300050020202400001,202400001,2024-04-22,65,20,2,2,4,16,5,9,2024-04-22,2024-04-22,2024-04-22,12.954637,77.588926,"A complaint was received on 2024-04-22 stating that the complainant was harassed for dowry by her in-laws near Area-3, Bengaluru Urban.  Investigation has been initiated by the station."
751,100150069202500004,202500004,2025-12-19,236,69,1,2,2,8,4,29,2025-12-18,2025-12-18,2025-12-19,13.025524,76.141082,"On 2025-12-19, the complainant reported that the complainant was robbed at knifepoint at Area-15 area of Hassan. Preliminary information suggests a pattern consistent with prior cases in the area. The matter was registered and taken up for investigation."
752,100230097202500004,202500004,2025-05-25,340,97,1,1,5,20,7,46,2025-05-25,2025-05-25,2025-05-25,16.20275,77.434422,"On 2025-05-25, the complainant reported that a narcotics trafficking network was uncovered during a routine check at Area-17 area of Raichur.  The matter was registered and taken up for investigation."
753,100220091202600004,202600004,2026-05-25,319,91,1,2,6,21,2,44,2026-05-24,2026-05-24,2026-05-25,12.366873,76.680352,"On 2026-05-25, the complainant reported that a group of persons engaged in rioting and caused damage to property at Area-20 area of Mysuru. Preliminary information suggests a pattern consistent with prior cases in the area. The matter was registered and taken up for investigation."
754,100050020202400005,202400005,2024-07-13,67,20,1,1,2,9,8,9,2024-07-10,2024-07-10,2024-07-13,12.959907,77.608712,"On 2024-07-13, information was received at the station regarding a group of armed persons robbed the complainant's premises in Area-1 locality, Bengaluru Urban district. Preliminary information suggests a pattern consistent with prior cases in the area."
755,100030014202600003,202600003,2026-04-22,50,14,1,2,6,21,3,5,2026-04-19,2026-04-19,2026-04-22,15.874081,74.400662,"On 2026-04-22, the complainant reported that a group of persons engaged in rioting and caused damage to property at Area-17 area of Belagavi.  The matter was registered and taken up for investigation."
756,100020004202600001,202600001,2026-06-09,13,4,1,2,4,16,2,4,2026-06-08,2026-06-08,2026-06-09,15.215099,76.99619,"A complaint was received on 2026-06-09 stating that the complainant was harassed for dowry by her in-laws near Area-7, Ballari.  Investigation has been initiated by the station."
757,100150067202500002,202500002,2025-10-27,225,67,1,2,2,8,8,30,2025-10-27,2025-10-27,2025-10-27,13.063099,76.18449,"On 2025-10-27, information was received at the station regarding the complainant was robbed at knifepoint in Area-3 locality, Hassan district. "
758,100220096202400003,202400003,2024-02-13,337,96,1,1,1,1,4,43,2024-02-11,2024-02-11,2024-02-13,12.286781,76.578461,"A complaint was received on 2024-02-13 stating that the victim was found dead under suspicious circumstances near Area-9, Mysuru. Preliminary information suggests a pattern consistent with prior cases in the area. Investigation has been initiated by the station."
759,100260109202500002,202500002,2025-02-08,384,109,1,2,3,12,5,52,2025-02-06,2025-02-06,2025-02-08,13.400156,77.050484,"On 2025-02-08, the complainant reported that the complainant was cheated of money on false pretences at Area-9 area of Tumakuru.  The matter was registered and taken up for investigation."
760,100030012202400003,202400003,2024-12-05,40,12,1,1,4,18,7,6,2024-12-03,2024-12-03,2024-12-05,15.821378,74.390078,"On 2024-12-05, information was received at the station regarding a sexual offence was reported against the complainant in Area-16 locality, Belagavi district. Preliminary information suggests a pattern consistent with prior cases in the area."
761,100140064202600003,202600003,2026-06-25,215,64,1,2,3,13,1,27,2026-06-24,2026-06-24,2026-06-25,15.502573,75.677098,"On 2026-06-25, information was received at the station regarding funds entrusted to the accused were misappropriated in Area-4 locality, Gadag district. "
762,300180080202600001,202600001,2026-06-28,276,80,2,2,2,10,1,36,2026-06-25,2026-06-25,2026-06-28,12.517569,75.745402,"A complaint was received on 2026-06-28 stating that the complainant's gold chain was snatched by persons on a two-wheeler near Area-11, Kodagu. Preliminary information suggests a pattern consistent with prior cases in the area. Investigation has been initiated by the station."
763,100110050202500002,202500002,2025-06-16,169,50,1,2,3,12,3,21,2025-06-15,2025-06-15,2025-06-16,12.888501,74.992802,"On 2025-06-16, information was received at the station regarding the complainant was cheated of money on false pretences in Area-2 locality, Dakshina Kannada district. "
764,100230098202600001,202600001,2026-07-10,345,98,1,2,2,7,1,46,2026-07-10,2026-07-10,2026-07-10,16.143716,77.359746,"A complaint was received on 2026-07-10 stating that the complainant's house was broken into and valuables were stolen near Area-7, Raichur. Preliminary information suggests a pattern consistent with prior cases in the area. Investigation has been initiated by the station."
765,100170078202400002,202400002,2024-05-17,269,78,1,2,2,8,4,34,2024-05-17,2024-05-17,2024-05-17,17.259403,76.767004,"On 2024-05-17, the complainant reported that the complainant was robbed at knifepoint at Area-16 area of Kalaburagi.  The matter was registered and taken up for investigation."
766,100310124202600002,202600002,2026-07-10,438,124,1,2,2,7,1,62,2026-07-07,2026-07-07,2026-07-10,15.128489,76.40001,"On 2026-07-10, the complainant reported that the complainant's house was broken into and valuables were stolen at Area-14 area of Vijayanagara.  The matter was registered and taken up for investigation."
767,100220093202500004,202500004,2025-05-08,326,93,1,1,2,9,5,43,2025-05-06,2025-05-06,2025-05-08,12.253649,76.574545,"On 2025-05-08, information was received at the station regarding a group of armed persons robbed the complainant's premises in Area-9 locality, Mysuru district. "
768,100250104202600001,202600001,2026-02-24,368,104,1,2,7,26,3,49,2026-02-21,2026-02-21,2026-02-24,13.891738,75.593684,"On 2026-02-24, information was received at the station regarding the complainant was defrauded after being threatened over a video call impersonating law enforcement in Area-4 locality, Shivamogga district. "
769,100210089202600003,202600003,2026-05-22,308,89,1,2,2,10,3,41,2026-05-20,2026-05-20,2026-05-22,12.533226,76.88265,"On 2026-05-22, information was received at the station regarding the complainant's gold chain was snatched by persons on a two-wheeler in Area-11 locality, Mandya district. "
770,100240100202500003,202500003,2025-01-23,354,100,1,2,2,10,6,48,2025-01-23,2025-01-23,2025-01-23,12.689185,77.371263,"A complaint was received on 2025-01-23 stating that the complainant's gold chain was snatched by persons on a two-wheeler near Area-17, Ramanagara.  Investigation has been initiated by the station."
771,100050028202600003,202600003,2026-05-24,97,28,1,2,7,26,2,10,2026-05-22,2026-05-22,2026-05-24,13.055427,77.520134,"A complaint was received on 2026-05-24 stating that the complainant was defrauded after being threatened over a video call impersonating law enforcement near Area-7, Bengaluru Urban.  Investigation has been initiated by the station."
772,100020006202500002,202500002,2025-12-20,20,6,1,2,8,27,4,4,2025-12-20,2025-12-20,2025-12-20,15.152875,76.817448,"A complaint was received on 2025-12-20 stating that a family member has been missing since the reported date near Area-6, Ballari.  Investigation has been initiated by the station."
773,100050028202600004,202600004,2026-06-26,96,28,1,2,2,10,2,9,2026-06-25,2026-06-25,2026-06-26,12.968416,77.560046,"On 2026-06-26, the complainant reported that the complainant's gold chain was snatched by persons on a two-wheeler at Area-19 area of Bengaluru Urban. Preliminary information suggests a pattern consistent with prior cases in the area. The matter was registered and taken up for investigation."
774,100160070202500004,202500004,2025-10-15,238,70,1,2,2,7,4,32,2025-10-13,2025-10-13,2025-10-15,14.783407,75.415963,"A complaint was received on 2025-10-15 stating that the complainant's house was broken into and valuables were stolen near Area-17, Haveri.  Investigation has been initiated by the station."
775,400060033202500001,202500001,2025-10-21,114,33,4,2,2,6,3,11,2025-10-20,2025-10-20,2025-10-21,17.935156,77.543161,"On 2025-10-21, information was received at the station regarding property belonging to the complainant was stolen in Area-2 locality, Bidar district. Preliminary information suggests a pattern consistent with prior cases in the area."
776,100150069202400003,202400003,2024-12-07,235,69,1,2,3,12,6,29,2024-12-05,2024-12-05,2024-12-07,12.998082,76.190041,"On 2024-12-07, information was received at the station regarding the complainant was cheated of money on false pretences in Area-3 locality, Hassan district. Preliminary information suggests a pattern consistent with prior cases in the area."
777,100050029202400006,202400006,2024-10-09,101,29,1,2,6,22,8,10,2024-10-07,2024-10-07,2024-10-09,13.058025,77.698985,"A complaint was received on 2024-10-09 stating that an unlawful assembly gathered and caused a public disturbance near Area-18, Bengaluru Urban.  Investigation has been initiated by the station."
778,100170075202600003,202600003,2026-01-09,256,75,1,2,1,3,8,33,2026-01-07,2026-01-07,2026-01-09,17.444157,76.775478,"On 2026-01-09, the complainant reported that the victim sustained grievous injuries following an altercation at Area-16 area of Kalaburagi.  The matter was registered and taken up for investigation."
779,100140064202400002,202400002,2024-02-20,216,64,1,2,5,19,8,28,2024-02-19,2024-02-19,2024-02-20,15.406955,75.61628,"A complaint was received on 2024-02-20 stating that narcotic substances were recovered from the accused near Area-2, Gadag. Preliminary information suggests a pattern consistent with prior cases in the area. Investigation has been initiated by the station."
780,100050025202400003,202400003,2024-03-05,86,25,1,2,3,12,7,9,2024-03-02,2024-03-02,2024-03-05,12.936853,77.59842,"On 2024-03-05, the complainant reported that the complainant was cheated of money on false pretences at Area-15 area of Bengaluru Urban. Preliminary information suggests a pattern consistent with prior cases in the area. The matter was registered and taken up for investigation."
781,100260109202500003,202500003,2025-12-03,386,109,1,2,2,10,8,51,2025-12-02,2025-12-02,2025-12-03,13.351996,77.087344,"A complaint was received on 2025-12-03 stating that the complainant's gold chain was snatched by persons on a two-wheeler near Area-15, Tumakuru.  Investigation has been initiated by the station."
782,100110051202400005,202400005,2024-09-22,172,51,1,2,7,24,5,21,2024-09-21,2024-09-21,2024-09-22,12.931929,74.98157,"On 2024-09-22, the complainant reported that the complainant's personal credentials were misused for financial fraud at Area-18 area of Dakshina Kannada.  The matter was registered and taken up for investigation."
783,100190083202400002,202400002,2024-01-16,287,83,1,2,3,12,4,37,2024-01-14,2024-01-14,2024-01-16,13.036557,78.068335,"On 2024-01-16, information was received at the station regarding the complainant was cheated of money on false pretences in Area-16 locality, Kolar district. "
784,100170078202500003,202500003,2025-09-24,271,78,1,2,7,23,3,33,2025-09-24,2025-09-24,2025-09-24,17.262447,76.929809,"A complaint was received on 2025-09-24 stating that the complainant lost money through a fraudulent online transaction near Area-20, Kalaburagi. Preliminary information suggests a pattern consistent with prior cases in the area. Investigation has been initiated by the station."
785,800050022202600001,202600001,2026-03-02,72,22,3,1,2,9,3,9,2026-02-27,2026-02-27,2026-03-02,12.943091,77.590847,"On 2026-03-02, the complainant reported that a group of armed persons robbed the complainant's premises at Area-5 area of Bengaluru Urban. Preliminary information suggests a pattern consistent with prior cases in the area. The matter was registered and taken up for investigation."
786,800010002202600001,202600001,2026-05-24,8,2,3,2,2,8,3,1,2026-05-24,2026-05-24,2026-05-24,16.260848,75.583839,"A complaint was received on 2026-05-24 stating that the complainant was robbed at knifepoint near Area-18, Bagalkot. Preliminary information suggests a pattern consistent with prior cases in the area. Investigation has been initiated by the station."
787,100240100202500004,202500004,2025-12-08,351,100,1,2,2,11,4,47,2025-12-05,2025-12-05,2025-12-08,12.645684,77.274619,"On 2025-12-08, information was received at the station regarding the complainant's vehicle was stolen from where it was parked in Area-18 locality, Ramanagara district. "
788,100050026202500004,202500004,2025-07-27,90,26,1,1,4,18,4,9,2025-07-25,2025-07-25,2025-07-27,12.968322,77.596039,"On 2025-07-27, information was received at the station regarding a sexual offence was reported against the complainant in Area-6 locality, Bengaluru Urban district. "
789,400050025202500001,202500001,2025-01-07,86,25,4,2,4,15,5,10,2025-01-07,2025-01-07,2025-01-07,12.95733,77.611366,"A complaint was received on 2025-01-07 stating that the complainant was subjected to domestic cruelty by family members near Area-2, Bengaluru Urban.  Investigation has been initiated by the station."
790,100290120202500005,202500005,2025-11-07,425,120,1,2,2,7,3,57,2025-11-06,2025-11-06,2025-11-07,16.935599,75.726675,"A complaint was received on 2025-11-07 stating that the complainant's house was broken into and valuables were stolen near Area-13, Vijayapura.  Investigation has been initiated by the station."
791,300050022202500001,202500001,2025-07-08,73,22,2,2,2,6,3,9,2025-07-08,2025-07-08,2025-07-08,12.95327,77.614855,"On 2025-07-08, the complainant reported that property belonging to the complainant was stolen at Area-9 area of Bengaluru Urban.  The matter was registered and taken up for investigation."
792,100170073202400002,202400002,2024-01-27,247,73,1,2,5,19,6,34,2024-01-26,2024-01-26,2024-01-27,17.434057,76.88405,"A complaint was received on 2024-01-27 stating that narcotic substances were recovered from the accused near Area-8, Kalaburagi.  Investigation has been initiated by the station."
793,100010001202500004,202500004,2025-10-24,3,1,1,2,2,8,4,2,2025-10-21,2025-10-21,2025-10-24,16.112058,75.744152,"On 2025-10-24, the complainant reported that the complainant was robbed at knifepoint at Area-15 area of Bagalkot.  The matter was registered and taken up for investigation."
794,100040016202500008,202500008,2025-09-07,55,16,1,2,8,27,4,7,2025-09-07,2025-09-07,2025-09-07,13.215925,77.562332,"On 2025-09-07, information was received at the station regarding a family member has been missing since the reported date in Area-7 locality, Bengaluru Rural district. "
795,100090042202600001,202600001,2026-01-16,144,42,1,1,1,1,4,17,2026-01-16,2026-01-16,2026-01-16,13.263872,75.681395,"On 2026-01-16, information was received at the station regarding the victim was found dead under suspicious circumstances in Area-7 locality, Chikkamagaluru district. Preliminary information suggests a pattern consistent with prior cases in the area."
796,100060032202500001,202500001,2025-12-03,111,32,1,1,2,9,3,11,2025-12-01,2025-12-01,2025-12-03,17.792226,77.619257,"On 2025-12-03, information was received at the station regarding a group of armed persons robbed the complainant's premises in Area-3 locality, Bidar district. "
797,100220095202400004,202400004,2024-11-10,335,95,1,2,2,7,5,43,2024-11-07,2024-11-07,2024-11-10,12.410507,76.662123,"A complaint was received on 2024-11-10 stating that the complainant's house was broken into and valuables were stolen near Area-19, Mysuru.  Investigation has been initiated by the station."
798,100030015202400003,202400003,2024-02-22,53,15,1,2,2,11,6,6,2024-02-19,2024-02-19,2024-02-22,15.819944,74.569302,"On 2024-02-22, information was received at the station regarding the complainant's vehicle was stolen from where it was parked in Area-2 locality, Belagavi district. "
799,100290118202500003,202500003,2025-12-01,419,118,1,2,3,12,8,57,2025-11-28,2025-11-28,2025-12-01,16.777802,75.748542,"A complaint was received on 2025-12-01 stating that the complainant was cheated of money on false pretences near Area-1, Vijayapura.  Investigation has been initiated by the station."
800,100050026202500005,202500005,2025-12-19,88,26,1,2,2,11,4,10,2025-12-19,2025-12-19,2025-12-19,12.919808,77.553508,"On 2025-12-19, information was received at the station regarding the complainant's vehicle was stolen from where it was parked in Area-2 locality, Bengaluru Urban district. "
801,100050024202600008,202600008,2026-04-21,81,24,1,2,3,12,2,10,2026-04-20,2026-04-20,2026-04-21,12.956631,77.516202,"On 2026-04-21, the complainant reported that the complainant was cheated of money on false pretences at Area-8 area of Bengaluru Urban.  The matter was registered and taken up for investigation."
802,100140064202600004,202600004,2026-04-02,215,64,1,1,2,9,3,27,2026-03-30,2026-03-30,2026-04-02,15.368524,75.725869,"On 2026-04-02, the complainant reported that a group of armed persons robbed the complainant's premises at Area-10 area of Gadag.  The matter was registered and taken up for investigation."
803,100050024202400003,202400003,2024-10-07,80,24,1,2,2,11,7,10,2024-10-07,2024-10-07,2024-10-07,13.041782,77.601388,"A complaint was received on 2024-10-07 stating that the complainant's vehicle was stolen from where it was parked near Area-8, Bengaluru Urban. Preliminary information suggests a pattern consistent with prior cases in the area. Investigation has been initiated by the station."
804,100060031202500002,202500002,2025-07-25,107,31,1,2,6,21,4,11,2025-07-25,2025-07-25,2025-07-25,18.012987,77.402114,"A complaint was received on 2025-07-25 stating that a group of persons engaged in rioting and caused damage to property near Area-16, Bidar. Preliminary information suggests a pattern consistent with prior cases in the area. Investigation has been initiated by the station."
805,100250105202500006,202500006,2025-11-13,372,105,1,1,2,9,4,50,2025-11-13,2025-11-13,2025-11-13,14.01415,75.450437,"A complaint was received on 2025-11-13 stating that a group of armed persons robbed the complainant's premises near Area-11, Shivamogga.  Investigation has been initiated by the station."
806,100180080202500004,202500004,2025-05-28,275,80,1,1,2,9,5,36,2025-05-26,2025-05-26,2025-05-28,12.300365,75.711285,"On 2025-05-28, the complainant reported that a group of armed persons robbed the complainant's premises at Area-2 area of Kodagu.  The matter was registered and taken up for investigation."
807,100040017202600004,202600004,2026-01-20,58,17,1,2,5,19,4,7,2026-01-18,2026-01-18,2026-01-20,13.244777,77.59676,"On 2026-01-20, the complainant reported that narcotic substances were recovered from the accused at Area-1 area of Bengaluru Rural.  The matter was registered and taken up for investigation."
808,100100043202400002,202400002,2024-10-01,146,43,1,2,1,3,4,20,2024-09-28,2024-09-28,2024-10-01,14.201391,76.454007,"A complaint was received on 2024-10-01 stating that the victim sustained grievous injuries following an altercation near Area-9, Chitradurga. Preliminary information suggests a pattern consistent with prior cases in the area. Investigation has been initiated by the station."
809,100180079202500002,202500002,2025-02-07,274,79,1,2,3,12,5,36,2025-02-07,2025-02-07,2025-02-07,12.3274,75.718304,"On 2025-02-07, the complainant reported that the complainant was cheated of money on false pretences at Area-14 area of Kodagu.  The matter was registered and taken up for investigation."
810,100260106202400001,202400001,2024-12-06,377,106,1,2,2,6,8,51,2024-12-06,2024-12-06,2024-12-06,13.294395,77.116155,"On 2024-12-06, information was received at the station regarding property belonging to the complainant was stolen in Area-16 locality, Tumakuru district. Preliminary information suggests a pattern consistent with prior cases in the area."
