CellID,GridLat,GridLng,DistrictID,TimeWindow,CrimeCount,TrendDirection
634,15.48,74.94,13,2026-02,1,stable
635,15.36,76.14,20,2025-08,1,stable
636,12.39,76.7,22,2025-07,1,stable
637,13.29,77.02,26,2025-12,1,stable
638,13.35,77.49,4,2025-12,1,stable
639,14.85,75.4,16,2024-01,1,stable
640,16.68,77.11,30,2026-07,1,stable
641,13.11,76.04,15,2024-08,1,stable
642,14.24,76.32,10,2025-07,1,stable
643,14.39,75.89,12,2024-07,2,stable
644,14.39,75.89,12,2026-01,1,down
645,15.38,74.93,13,2026-05,1,stable
646,13.05,78.18,19,2024-12,1,stable
647,13.05,78.18,19,2026-03,1,stable
648,11.96,76.97,7,2025-10,1,stable
649,12.52,75.69,18,2025-04,1,stable
650,16.14,75.72,1,2025-03,1,stable
651,16.14,75.72,1,2025-04,1,stable
652,12.99,77.53,5,2025-12,1,stable
653,13.05,77.51,5,2024-12,1,stable
654,12.65,77.38,24,2024-03,1,stable
655,15.35,75.7,14,2026-07,1,stable
656,14.41,75.9,12,2024-09,1,stable
657,15.75,74.57,3,2026-06,1,stable
658,12.93,77.67,5,2024-08,1,stable
659,12.93,77.67,5,2026-04,1,stable
660,12.25,76.76,22,2026-03,1,stable
661,13.15,78.21,19,2025-03,1,stable
662,12.91,75.0,11,2026-01,1,stable
663,15.39,75.07,13,2025-03,1,stable
664,16.27,77.41,23,2025-11,1,stable
665,16.27,77.41,23,2026-03,1,stable
666,12.76,74.77,11,2024-01,1,stable
667,13.31,74.69,27,2026-05,1,stable
668,14.46,75.92,12,2024-04,1,stable
669,12.96,77.61,5,2024-01,1,stable
670,12.96,77.61,5,2024-05,1,stable
671,12.96,77.61,5,2024-07,1,stable
672,12.96,77.61,5,2025-01,1,stable
673,12.96,77.61,5,2025-04,1,stable
674,12.96,77.61,5,2025-11,1,stable
675,12.96,77.61,5,2026-07,1,stable
676,12.86,77.7,5,2024-11,1,stable
677,12.99,77.6,5,2025-10,1,stable
678,12.99,77.6,5,2026-02,1,stable
679,12.99,77.6,5,2026-05,1,stable
680,12.22,76.66,22,2024-11,1,stable
681,12.22,76.66,22,2025-04,1,stable
682,12.88,74.96,11,2025-03,1,stable
683,12.88,74.96,11,2025-05,1,stable
684,12.35,75.76,18,2024-07,1,stable
685,15.92,74.53,3,2025-11,1,stable
686,13.43,74.64,27,2024-11,1,stable
687,16.09,75.74,1,2024-04,1,stable
688,14.82,74.68,28,2026-05,1,stable
689,12.95,74.91,11,2024-05,1,stable
690,13.96,75.66,25,2024-02,1,stable
691,12.93,74.93,11,2024-11,1,stable
692,16.92,75.8,29,2026-02,1,stable
693,17.85,77.45,6,2026-03,1,stable
694,13.88,75.53,25,2024-04,1,stable
695,13.13,78.22,19,2025-10,1,stable
696,17.27,76.93,17,2024-08,1,stable
697,12.9,74.94,11,2026-02,1,stable
698,15.78,74.58,3,2024-08,1,stable
699,15.78,74.58,3,2026-03,1,stable
700,15.41,76.1,20,2026-01,1,stable
701,13.0,77.61,5,2025-02,1,stable
702,13.0,77.61,5,2025-03,1,stable
703,13.0,77.61,5,2026-03,1,stable
704,12.9,74.81,11,2025-05,1,stable
705,13.29,76.99,26,2024-04,1,stable
706,14.72,75.31,16,2026-05,1,stable
707,14.12,76.52,10,2026-01,1,stable
708,13.06,76.18,15,2024-09,1,stable
709,13.06,76.18,15,2025-10,1,stable
710,15.14,76.4,31,2025-01,1,stable
711,15.38,75.72,14,2025-08,1,stable
712,13.22,75.73,9,2025-02,1,stable
713,14.34,76.42,10,2025-10,1,stable
714,13.99,75.61,25,2026-03,1,stable
715,13.39,77.0,26,2025-02,1,stable
716,15.38,75.65,14,2024-11,1,stable
717,12.58,77.02,21,2024-05,1,stable
718,12.99,77.65,5,2024-11,1,stable
719,12.99,77.65,5,2025-11,1,stable
720,16.88,75.61,29,2025-06,1,stable
721,12.89,77.51,5,2024-04,1,stable
722,12.89,77.51,5,2026-07,1,stable
723,13.08,77.48,5,2025-10,1,stable
724,15.05,76.81,2,2025-05,2,stable
725,12.54,76.99,21,2025-07,1,stable
726,13.54,77.67,8,2026-04,1,stable
727,12.81,74.77,11,2026-03,1,stable
728,12.83,74.84,11,2025-12,1,stable
729,13.14,78.2,19,2026-01,1,stable
730,17.25,76.78,17,2025-10,1,stable
731,12.6,77.2,24,2024-12,1,stable
732,17.39,76.75,17,2025-05,1,stable
733,13.28,77.37,4,2024-12,1,stable
734,12.9,74.92,11,2025-09,1,stable
735,12.32,76.58,22,2024-05,1,stable
736,12.32,76.58,22,2024-06,1,stable
737,12.95,77.57,5,2024-03,1,stable
738,12.95,77.57,5,2024-08,1,stable
739,12.95,77.57,5,2025-07,2,up
740,12.95,77.57,5,2026-03,1,down
741,12.95,77.57,5,2026-04,1,stable
742,12.95,77.57,5,2026-07,1,stable
743,12.27,76.54,22,2026-06,1,stable
744,12.92,77.47,5,2025-01,1,stable
745,12.92,77.47,5,2025-03,1,stable
746,14.19,76.46,10,2024-07,1,stable
747,14.45,76.0,12,2026-03,1,stable
748,12.98,77.58,5,2024-04,1,stable
749,12.98,77.58,5,2024-09,1,stable
750,12.98,77.58,5,2024-11,1,stable
751,12.98,77.58,5,2026-01,1,stable
752,12.98,77.58,5,2026-02,1,stable
753,12.98,77.58,5,2026-05,1,stable
754,14.81,74.8,28,2024-02,1,stable
755,12.36,76.59,22,2026-02,1,stable
756,15.22,77.0,2,2024-09,1,stable
757,15.22,77.0,2,2026-06,1,stable
758,12.83,74.99,11,2025-06,1,stable
759,15.1,76.88,2,2025-09,1,stable
760,13.0,76.09,15,2026-03,1,stable
761,12.88,77.7,5,2025-04,1,stable
762,12.88,77.7,5,2026-02,1,stable
763,13.23,74.63,27,2026-01,1,stable
764,13.04,77.5,5,2025-08,1,stable
765,12.94,74.96,11,2024-01,1,stable
766,13.14,77.44,4,2024-09,1,stable
767,15.94,74.54,3,2025-07,1,stable
768,16.73,77.25,30,2025-10,1,stable
769,12.3,76.52,22,2025-09,1,stable
770,14.83,74.8,28,2024-12,1,stable
771,12.95,74.84,11,2025-06,1,stable
772,12.95,74.84,11,2026-01,1,stable
773,13.35,74.84,27,2026-07,1,stable
774,13.02,77.64,5,2026-01,1,stable
775,12.35,76.7,22,2026-05,1,stable
776,16.19,77.46,23,2024-07,1,stable
777,13.25,77.17,26,2026-05,1,stable
778,12.42,75.63,18,2026-06,1,stable
779,12.3,76.63,22,2026-03,1,stable
780,12.3,76.63,22,2026-05,1,stable
781,13.83,75.63,25,2024-12,1,stable
782,13.83,75.63,25,2025-12,1,stable
783,16.76,77.06,30,2024-10,1,stable
784,15.43,75.01,13,2026-02,1,stable
785,13.52,77.65,8,2025-04,1,stable
786,13.48,77.8,8,2025-01,1,stable
787,12.94,77.51,5,2025-03,1,stable
788,15.44,75.09,13,2025-11,1,stable
789,12.98,76.17,15,2025-01,1,stable
790,13.05,77.56,5,2026-02,1,stable
791,15.86,74.41,3,2025-03,1,stable
792,12.65,77.28,24,2024-07,1,stable
793,12.65,77.28,24,2024-08,1,stable
794,12.9,74.89,11,2026-04,1,stable
795,16.76,75.69,29,2025-06,1,stable
796,16.76,75.69,29,2026-01,1,stable
797,13.31,77.12,26,2025-11,1,stable
798,14.56,75.99,12,2026-03,1,stable
799,12.86,74.85,11,2024-01,1,stable
800,13.94,75.5,25,2024-09,1,stable
801,13.94,75.5,25,2026-06,1,stable
802,13.3,77.55,4,2026-02,1,stable
803,15.15,76.98,2,2024-07,1,stable
804,12.25,76.63,22,2026-04,1,stable
805,12.65,77.3,24,2025-01,1,stable
806,12.65,77.3,24,2025-06,1,stable
807,12.95,77.59,5,2024-02,1,stable
808,12.95,77.59,5,2024-04,1,stable
809,12.95,77.59,5,2025-02,1,stable
810,12.95,77.59,5,2026-03,2,up
811,12.95,77.59,5,2026-05,1,down
812,13.22,77.06,26,2026-02,1,stable
813,14.22,76.39,10,2025-03,1,stable
814,15.29,76.44,31,2025-09,1,stable
815,15.29,76.44,31,2026-05,1,stable
816,13.16,78.07,19,2024-08,1,stable
817,12.95,77.6,5,2024-03,1,stable
818,12.95,77.6,5,2025-05,1,stable
819,12.95,77.6,5,2025-08,1,stable
820,12.95,77.6,5,2025-12,1,stable
821,12.95,77.6,5,2026-03,2,up
822,13.12,78.21,19,2024-11,1,stable
823,13.12,78.21,19,2024-12,1,stable
824,15.86,74.44,3,2025-12,1,stable
825,15.53,74.94,13,2025-01,1,stable
826,14.83,75.46,16,2026-03,1,stable
827,13.0,77.66,5,2026-03,1,stable
828,13.0,77.66,5,2026-05,1,stable
829,13.31,77.75,8,2024-03,1,stable
830,12.33,76.56,22,2024-08,1,stable
831,12.3,76.74,22,2024-10,1,stable
832,13.24,78.17,19,2025-01,1,stable
833,13.3,74.63,27,2026-05,1,stable
834,17.97,77.58,6,2026-04,1,stable
835,12.38,76.75,22,2026-07,1,stable
836,12.25,76.54,22,2026-04,1,stable
837,14.12,76.36,10,2024-01,1,stable
838,14.12,76.36,10,2025-06,1,stable
839,12.39,75.79,18,2025-01,1,stable
840,12.96,74.95,11,2026-04,1,stable
841,16.17,75.8,1,2024-11,1,stable
842,13.85,75.52,25,2026-02,1,stable
843,12.92,76.0,15,2024-08,1,stable
844,15.41,75.02,13,2024-06,1,stable
845,15.41,75.02,13,2024-11,1,stable
846,15.41,75.02,13,2025-11,1,stable
847,16.8,75.78,29,2026-02,1,stable
848,12.95,77.63,5,2026-07,1,stable
849,13.28,77.41,4,2026-07,1,stable
850,13.19,77.5,4,2025-02,1,stable
851,13.19,77.5,4,2026-06,1,stable
852,13.28,77.16,26,2025-10,1,stable
853,13.28,77.16,26,2026-02,1,stable
854,13.82,75.69,25,2025-12,1,stable
855,13.43,77.77,8,2024-06,1,stable
856,18.0,77.43,6,2024-11,1,stable
857,12.94,76.09,15,2026-04,1,stable
858,12.91,77.63,5,2026-04,1,stable
859,12.49,76.82,21,2026-05,1,stable
860,13.28,74.71,27,2026-05,1,stable
861,11.89,76.84,7,2026-05,1,stable
862,17.31,76.8,17,2025-04,1,stable
863,12.48,75.83,18,2025-06,1,stable
864,15.26,76.97,2,2026-01,1,stable
865,16.17,77.44,23,2026-04,1,stable
866,12.63,77.19,24,2026-05,1,stable
867,17.23,76.79,17,2024-10,1,stable
868,12.76,77.34,24,2025-07,1,stable
869,14.52,75.81,12,2026-03,1,stable
870,11.99,76.93,7,2024-12,1,stable
871,15.74,74.41,3,2026-03,1,stable
872,15.55,75.73,14,2026-07,1,stable
873,13.38,77.09,26,2025-01,1,stable
874,16.94,75.75,29,2026-06,1,stable
875,16.86,75.72,29,2024-12,1,stable
876,12.85,74.87,11,2024-08,1,stable
877,12.85,74.87,11,2025-01,1,stable
878,12.62,76.86,21,2024-10,1,stable
879,12.62,76.86,21,2026-06,1,stable
880,15.4,76.07,20,2025-03,1,stable
881,13.19,77.48,4,2024-02,1,stable
882,13.19,77.48,4,2024-11,1,stable
883,13.19,77.48,4,2025-06,1,stable
884,13.19,77.48,4,2026-07,1,stable
885,15.13,76.44,31,2024-10,1,stable
886,12.9,77.69,5,2025-08,1,stable
887,15.88,74.54,3,2025-02,1,stable
888,13.21,75.66,9,2025-05,1,stable
889,12.96,74.93,11,2025-03,1,stable
890,12.87,74.93,11,2024-07,1,stable
891,14.51,75.85,12,2026-07,1,stable
892,12.42,76.62,22,2024-11,1,stable
893,13.25,74.69,27,2025-08,1,stable
894,13.01,77.65,5,2025-09,2,stable
895,12.81,74.89,11,2024-08,1,stable
896,15.38,75.04,13,2024-06,1,stable
897,18.01,77.55,6,2025-03,1,stable
898,12.41,76.79,21,2026-07,1,stable
899,16.94,75.62,29,2024-01,1,stable
900,11.86,76.97,7,2024-04,1,stable
901,16.16,75.62,1,2024-07,1,stable
902,13.86,75.65,25,2026-01,1,stable
903,13.06,77.69,5,2024-09,1,stable
904,15.83,74.59,3,2026-06,1,stable
905,12.49,75.74,18,2026-03,1,stable
906,13.07,77.55,5,2026-03,1,stable
907,15.77,74.62,3,2024-10,1,stable
908,12.29,76.71,22,2024-01,1,stable
909,12.8,77.28,24,2025-04,1,stable
910,12.22,76.58,22,2025-11,1,stable
911,15.14,76.5,31,2025-04,1,stable
912,13.04,77.51,5,2025-01,1,stable
913,14.0,75.59,25,2025-05,1,stable
914,12.38,76.54,22,2025-02,1,stable
915,13.34,74.68,27,2024-04,1,stable
916,13.34,74.68,27,2024-10,1,stable
917,13.16,77.38,4,2026-04,1,stable
918,12.56,76.96,21,2025-09,1,stable
919,14.78,74.7,28,2025-10,1,stable
920,11.82,76.93,7,2024-08,1,stable
921,11.82,76.93,7,2025-09,1,stable
922,16.73,75.75,29,2025-03,1,stable
923,12.96,77.56,5,2025-04,1,stable
924,12.96,77.56,5,2025-07,1,stable
925,12.96,77.56,5,2025-10,1,stable
926,12.96,77.56,5,2026-03,2,up
927,12.96,77.56,5,2026-04,1,down
928,15.2,76.84,2,2024-10,1,stable
929,12.88,74.79,11,2024-10,1,stable
930,14.29,76.38,10,2024-05,1,stable
931,16.31,77.44,23,2025-09,1,stable
932,13.37,77.14,26,2025-12,1,stable
933,14.81,74.64,28,2025-09,1,stable
934,12.37,75.82,18,2024-08,1,stable
935,13.09,78.19,19,2026-01,1,stable
936,13.01,77.66,5,2025-01,1,stable
937,16.24,75.69,1,2024-01,1,stable
938,16.12,77.27,23,2025-03,1,stable
939,12.9,77.48,5,2026-05,1,stable
940,12.9,77.48,5,2026-06,1,stable
941,11.93,77.02,7,2024-12,1,stable
942,13.1,76.21,15,2026-05,1,stable
943,12.41,76.88,21,2026-06,1,stable
944,14.57,75.93,12,2024-12,1,stable
945,15.55,75.0,13,2024-09,1,stable
946,15.55,75.0,13,2026-06,2,up
947,15.11,76.93,2,2026-06,1,stable
948,14.45,75.95,12,2024-12,1,stable
949,15.82,74.6,3,2025-11,1,stable
950,12.8,74.9,11,2024-02,1,stable
951,15.51,75.0,13,2025-05,1,stable
952,15.35,74.93,13,2026-06,1,stable
953,15.13,76.95,2,2026-03,1,stable
954,12.37,76.55,22,2024-07,1,stable
955,13.37,77.04,26,2024-12,1,stable
956,13.04,77.7,5,2025-01,1,stable
957,13.23,77.47,4,2025-01,1,stable
958,13.23,77.47,4,2026-06,1,stable
959,13.38,74.74,27,2025-01,1,stable
960,15.93,74.59,3,2025-10,1,stable
961,16.11,75.68,1,2026-01,1,stable
962,13.03,76.14,15,2025-12,1,stable
963,13.03,76.14,15,2026-04,1,stable
964,16.2,77.43,23,2025-05,1,stable
965,12.37,76.68,22,2026-05,1,stable
966,15.87,74.4,3,2025-06,1,stable
967,15.87,74.4,3,2026-04,1,stable
968,13.4,77.05,26,2024-12,1,stable
969,13.4,77.05,26,2025-02,1,stable
970,15.82,74.39,3,2024-12,1,stable
971,15.5,75.68,14,2026-06,1,stable
972,12.52,75.75,18,2026-06,1,stable
973,12.89,74.99,11,2025-06,1,stable
974,16.14,77.36,23,2026-07,1,stable
975,17.26,76.77,17,2024-05,1,stable
976,15.13,76.4,31,2025-12,1,stable
977,15.13,76.4,31,2026-07,1,stable
978,12.25,76.57,22,2025-05,1,stable
979,12.25,76.57,22,2026-02,1,stable
980,13.89,75.59,25,2026-02,1,stable
981,12.53,76.88,21,2026-05,1,stable
982,12.69,77.37,24,2025-01,1,stable
983,13.06,77.52,5,2026-05,1,stable
984,15.15,76.82,2,2025-12,1,stable
985,12.97,77.56,5,2025-05,1,stable
986,12.97,77.56,5,2026-02,1,stable
987,12.97,77.56,5,2026-06,1,stable
988,14.78,75.42,16,2025-10,1,stable
989,17.94,77.54,6,2025-10,1,stable
990,13.0,76.19,15,2024-12,1,stable
991,13.06,77.7,5,2024-10,1,stable
992,17.44,76.78,17,2026-01,1,stable
993,15.41,75.62,14,2024-02,1,stable
994,13.35,77.09,26,2025-12,1,stable
995,12.93,74.98,11,2024-09,1,stable
996,13.04,78.07,19,2024-01,1,stable
997,17.26,76.93,17,2025-09,1,stable
998,12.94,77.59,5,2024-02,1,stable
999,12.94,77.59,5,2024-06,1,stable
1000,12.94,77.59,5,2025-08,1,stable
1001,12.94,77.59,5,2025-10,1,stable
1002,12.94,77.59,5,2026-01,1,stable
1003,12.94,77.59,5,2026-03,1,stable
1004,12.94,77.59,5,2026-05,1,stable
1005,16.26,75.58,1,2026-05,1,stable
1006,12.65,77.27,24,2025-12,1,stable
1007,16.94,75.73,29,2025-11,1,stable
1008,17.43,76.88,17,2024-01,1,stable
1009,16.11,75.74,1,2025-10,1,stable
1010,13.22,77.56,4,2025-09,1,stable
1011,13.26,75.68,9,2026-01,1,stable
1012,13.26,75.68,9,2026-03,1,stable
1013,17.79,77.62,6,2025-12,1,stable
1014,12.41,76.66,22,2024-11,1,stable
1015,15.82,74.57,3,2024-02,1,stable
1016,16.78,75.75,29,2025-12,1,stable
1017,12.92,77.55,5,2025-12,1,stable
1018,12.96,77.52,5,2024-03,1,stable
1019,12.96,77.52,5,2026-04,1,stable
1020,15.37,75.73,14,2026-04,1,stable
1021,13.04,77.6,5,2024-10,1,stable
1022,13.04,77.6,5,2025-06,1,stable
1023,18.01,77.4,6,2025-07,1,stable
1024,14.01,75.45,25,2025-11,1,stable
1025,12.3,75.71,18,2025-05,1,stable
1026,13.24,77.6,4,2026-01,1,stable
1027,14.2,76.45,10,2024-10,1,stable
1028,12.33,75.72,18,2025-02,1,stable
1029,13.29,77.12,26,2024-12,1,stable
1030,12.78,74.83,11,2025-01,1,stable
1031,14.34,75.83,12,2026-03,1,stable
1032,17.96,77.5,6,2025-08,1,stable
1033,14.34,76.34,10,2026-04,1,stable
1034,15.35,76.54,31,2026-02,1,stable
1035,13.39,77.12,26,2024-12,1,stable
1036,14.74,75.47,16,2026-01,1,stable
1037,15.42,75.09,13,2024-09,1,stable
1038,15.42,75.09,13,2024-10,1,stable
1039,12.19,76.56,22,2025-07,1,stable
1040,12.31,76.55,22,2024-04,1,stable
1041,14.78,74.65,28,2025-10,1,stable
1042,12.98,77.61,5,2024-02,1,stable
1043,12.98,77.61,5,2024-07,1,stable
1044,12.98,77.61,5,2025-12,1,stable
1045,12.98,77.61,5,2026-03,1,stable
1046,12.98,77.61,5,2026-04,1,stable
1047,12.98,77.61,5,2026-07,1,stable
1048,17.97,77.59,6,2026-07,1,stable
1049,13.38,77.08,26,2025-03,1,stable
1050,13.11,78.03,19,2024-08,1,stable
1051,17.21,76.93,17,2024-02,1,stable
1052,14.29,76.29,10,2026-03,1,stable
1053,12.76,77.35,24,2026-02,1,stable
1054,15.8,74.46,3,2026-04,1,stable
1055,16.75,75.66,29,2026-02,1,stable
1056,13.15,78.09,19,2026-01,1,stable
1057,12.31,76.67,22,2026-03,1,stable
1058,12.45,76.8,21,2024-02,1,stable
1059,17.39,76.71,17,2025-12,1,stable
1060,17.39,76.71,17,2026-07,1,stable
1061,12.57,76.83,21,2024-10,1,stable
1062,15.55,74.91,13,2026-04,1,stable
1063,11.83,77.01,7,2024-09,1,stable
1064,17.41,76.82,17,2026-06,1,stable
1065,15.05,77.03,2,2026-03,1,stable
1066,12.98,74.87,11,2024-09,1,stable
1067,12.98,74.87,11,2025-01,1,stable
1068,13.08,77.52,5,2024-02,1,stable
1069,13.08,77.52,5,2024-06,1,stable
1070,12.95,77.62,5,2024-04,1,stable
1071,12.95,77.62,5,2026-05,1,stable
1072,17.23,76.74,17,2024-03,1,stable
1073,12.32,76.57,22,2024-06,1,stable
1074,13.18,77.55,4,2025-03,1,stable
1075,13.18,77.55,4,2025-07,1,stable
1076,12.67,77.17,24,2025-06,1,stable
1077,12.67,77.17,24,2025-11,1,stable
1078,12.58,76.81,21,2024-01,1,stable
1079,12.58,76.81,21,2024-07,1,stable
1080,17.28,76.88,17,2024-11,1,stable
1081,15.45,76.17,20,2025-04,1,stable
1082,13.39,77.62,8,2024-07,1,stable
1083,13.1,76.04,15,2026-04,1,stable
1084,16.25,75.74,1,2024-07,1,stable
1085,13.07,77.66,5,2024-02,1,stable
1086,15.47,76.11,20,2025-09,1,stable
1087,13.51,77.75,8,2026-04,1,stable
1088,15.18,76.88,2,2025-04,1,stable
1089,14.03,75.48,25,2026-02,1,stable
1090,13.29,74.7,27,2026-01,1,stable
1091,13.29,74.7,27,2026-02,1,stable
1092,12.95,74.79,11,2024-12,1,stable
1093,12.43,75.83,18,2024-07,1,stable
1094,13.17,78.11,19,2026-02,1,stable
1095,13.3,77.04,26,2024-04,1,stable
1096,12.87,74.94,11,2024-08,1,stable
1097,12.87,74.94,11,2025-10,1,stable
1098,12.91,76.02,15,2026-01,1,stable
1099,16.11,77.3,23,2024-03,1,stable
1100,17.4,76.88,17,2026-04,1,stable
1101,12.82,77.17,24,2024-12,1,stable
1102,15.76,74.5,3,2024-03,1,stable
1103,15.79,74.49,3,2026-02,1,stable
1104,15.96,74.38,3,2024-12,1,stable
1105,13.37,77.16,26,2025-11,1,stable
1106,11.95,76.88,7,2025-06,1,stable
1107,13.35,74.77,27,2024-01,1,stable
1108,16.26,77.39,23,2024-12,1,stable
1109,17.35,76.9,17,2024-08,1,stable
1110,15.89,74.56,3,2025-09,1,stable
1111,12.0,76.91,7,2024-05,1,stable
1112,15.47,75.01,13,2024-02,1,stable
1113,15.47,75.01,13,2026-05,1,stable
1114,13.31,77.5,4,2026-04,1,stable
1115,12.37,75.83,18,2025-10,1,stable
1116,15.23,77.04,2,2025-02,1,stable
1117,12.35,76.69,22,2025-01,1,stable
1118,14.03,75.64,25,2026-05,1,stable
1119,15.43,76.15,20,2024-10,1,stable
1120,16.94,75.61,29,2024-12,1,stable
1121,15.89,74.57,3,2025-06,1,stable
1122,15.13,76.9,2,2025-11,1,stable
1123,14.4,75.82,12,2026-06,1,stable
1124,12.39,76.62,22,2026-04,1,stable
1125,12.39,76.62,22,2026-05,1,stable
1126,15.75,74.56,3,2025-01,1,stable
1127,16.16,77.39,23,2025-09,1,stable
1128,13.32,75.86,9,2026-03,1,stable
1129,15.89,74.43,3,2026-01,1,stable
1130,12.92,74.87,11,2024-11,1,stable
1131,12.91,76.18,15,2025-06,1,stable
1132,14.31,76.52,10,2025-12,1,stable
1133,15.18,76.52,31,2024-02,1,stable
1134,15.18,76.52,31,2024-11,1,stable
1135,13.93,75.57,25,2025-05,1,stable
1136,17.45,76.91,17,2026-06,1,stable
1137,13.36,77.53,4,2024-07,1,stable
1138,12.5,76.91,21,2024-12,1,stable
1139,12.41,75.64,18,2024-05,1,stable
1140,12.41,75.64,18,2026-04,1,stable
1141,12.64,76.89,21,2025-09,1,stable
1142,15.5,74.99,13,2024-04,1,stable
1143,16.88,77.19,30,2025-03,1,stable
1144,13.15,77.53,4,2025-10,1,stable
1145,16.77,77.05,30,2025-05,1,stable
1146,14.88,75.44,16,2026-07,1,stable
1147,16.29,77.26,23,2024-01,1,stable
1148,12.3,76.68,22,2025-08,1,stable
1149,17.36,76.71,17,2025-08,1,stable
1150,13.06,78.03,19,2026-05,1,stable
1151,15.28,76.19,20,2024-02,1,stable
1152,13.23,77.5,4,2026-01,1,stable
1153,12.91,77.51,5,2024-10,1,stable
1154,12.91,77.51,5,2025-07,1,stable
1155,17.3,76.94,17,2026-05,1,stable
1156,14.76,74.78,28,2025-07,1,stable
1157,15.86,74.61,3,2026-02,1,stable
1158,16.84,77.18,30,2025-02,1,stable
1159,12.32,76.66,22,2025-05,1,stable
1160,11.95,77.02,7,2026-01,1,stable
1161,15.1,76.89,2,2025-11,1,stable
1162,14.48,75.92,12,2024-11,1,stable
1163,13.0,77.57,5,2024-12,1,stable
1164,13.0,77.57,5,2025-06,1,stable
1165,13.0,77.57,5,2026-03,1,stable
1166,13.0,77.57,5,2026-06,1,stable
1167,12.93,77.6,5,2025-09,1,stable
1168,12.93,77.6,5,2026-06,1,stable
1169,12.93,77.57,5,2025-07,1,stable
1170,13.88,75.55,25,2025-12,1,stable
1171,14.7,75.5,16,2026-07,1,stable
1172,15.84,74.51,3,2024-05,1,stable
1173,13.89,75.6,25,2025-01,1,stable
1174,15.31,76.42,31,2024-08,1,stable
1175,12.26,76.58,22,2026-05,1,stable
1176,15.52,74.9,13,2026-06,1,stable
1177,16.14,75.59,1,2026-06,1,stable
1178,12.89,74.95,11,2026-04,1,stable
1179,12.97,77.59,5,2024-01,2,stable
1180,12.97,77.59,5,2024-07,1,down
1181,12.97,77.59,5,2025-02,2,up
1182,12.97,77.59,5,2025-11,1,down
1183,12.97,77.59,5,2026-04,1,stable
1184,12.94,77.48,5,2024-08,1,stable
1185,12.94,77.48,5,2025-11,1,stable
1186,12.94,77.48,5,2026-03,2,up
1187,13.05,76.03,15,2026-04,1,stable
1188,12.28,76.61,22,2025-09,1,stable
1189,14.8,75.5,16,2025-12,1,stable
1190,12.96,77.54,5,2024-04,1,stable
1191,12.96,77.54,5,2024-07,1,stable
1192,12.96,77.54,5,2025-02,1,stable
1193,12.67,77.19,24,2026-06,1,stable
1194,15.32,75.54,14,2025-04,1,stable
1195,15.32,75.54,14,2025-09,1,stable
1196,17.26,76.87,17,2024-02,1,stable
1197,14.39,75.94,12,2026-04,1,stable
1198,15.53,74.91,13,2026-04,1,stable
1199,12.92,77.68,5,2025-02,1,stable
1200,12.92,77.68,5,2025-06,1,stable
1201,12.92,77.68,5,2026-03,1,stable
1202,13.05,77.53,5,2026-01,1,stable
1203,12.29,76.53,22,2025-03,1,stable
1204,12.29,76.53,22,2026-02,1,stable
1205,15.25,76.51,31,2024-12,1,stable
1206,13.44,76.99,26,2025-04,1,stable
1207,15.25,76.97,2,2025-05,1,stable
1208,13.94,75.51,25,2026-05,1,stable
1209,12.6,77.21,24,2024-06,1,stable
1210,13.46,77.84,8,2026-05,1,stable
1211,13.31,74.77,27,2025-09,1,stable
1212,13.15,77.48,4,2026-05,1,stable
1213,14.81,75.52,16,2026-07,1,stable
1214,16.81,77.14,30,2024-01,1,stable
1215,14.87,74.79,28,2026-01,1,stable
1216,12.41,76.53,22,2026-06,1,stable
1217,15.89,74.39,3,2025-02,1,stable
1218,12.92,74.83,11,2024-06,1,stable
1219,12.92,74.83,11,2026-03,1,stable
1220,17.23,76.77,17,2025-01,1,stable
1221,13.39,77.03,26,2025-03,1,stable
1222,12.43,75.85,18,2025-12,1,stable
1223,15.45,74.89,13,2026-03,1,stable
1224,12.85,77.58,5,2024-11,1,stable
1225,12.31,76.68,22,2025-10,1,stable
1226,13.87,75.53,25,2026-06,1,stable
1227,15.9,74.59,3,2026-04,1,stable
1228,15.44,75.73,14,2024-12,1,stable
1229,13.26,77.06,26,2024-09,1,stable
1230,13.4,77.65,8,2024-09,1,stable
1231,13.54,77.62,8,2024-03,1,stable
1232,12.44,75.69,18,2026-01,1,stable
1233,13.05,77.66,5,2024-12,1,stable
1234,13.05,77.66,5,2026-05,1,stable
1235,13.3,74.8,27,2024-01,1,stable
1236,13.3,74.8,27,2026-06,1,stable
1237,14.42,75.84,12,2025-10,1,stable
1238,13.45,77.66,8,2025-12,1,stable
1239,12.86,77.57,5,2024-08,1,stable
1240,15.41,75.03,13,2026-06,1,stable
1241,15.24,76.06,20,2025-09,1,stable
1242,12.87,77.47,5,2025-02,1,stable
1243,15.22,76.48,31,2026-07,1,stable
1244,14.84,75.45,16,2024-06,1,stable
1245,15.54,75.52,14,2025-07,1,stable
1246,15.53,75.12,13,2026-03,1,stable
1247,14.88,75.41,16,2025-06,1,stable
1248,13.03,77.52,5,2026-03,1,stable
1249,12.23,76.68,22,2024-03,1,stable
1250,16.09,77.26,23,2025-11,1,stable
1251,12.98,76.1,15,2024-04,1,stable
1252,12.81,77.19,24,2026-06,1,stable
1253,11.82,76.96,7,2025-09,1,stable
1254,13.28,77.15,26,2025-11,1,stable
1255,15.1,76.92,2,2024-11,1,stable
1256,12.86,77.68,5,2025-09,1,stable
