ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
475,396,1,2025-08-08,1,4,17,57,7,496,1,0
476,396,1,2024-05-19,1,4,17,57,7,497,1,0
477,396,1,2024-08-01,1,4,17,58,7,498,1,0
478,398,1,2026-02-26,1,14,64,215,28,499,1,0
479,398,1,2026-04-25,1,14,64,215,28,500,1,0
480,399,1,2024-08-05,1,2,8,24,4,501,1,0
481,400,1,2026-01-17,1,29,118,419,57,502,1,0
482,400,1,2024-02-26,1,29,118,415,57,503,1,0
483,400,1,2024-05-30,1,29,118,415,57,504,1,0
484,403,1,2024-12-30,1,13,60,202,26,505,1,0
485,403,1,2025-02-28,1,13,60,200,26,506,1,0
486,405,1,2024-05-07,1,25,104,368,49,507,1,0
487,405,1,2025-12-27,1,25,104,368,49,508,1,0
488,406,1,2026-03-20,1,30,121,431,59,509,1,0
489,407,1,2025-02-10,1,14,64,215,27,510,1,0
490,407,1,2024-07-11,1,14,64,215,27,511,1,0
491,408,1,2024-06-13,1,24,101,356,48,512,1,0
492,409,1,2025-12-05,1,12,57,189,23,513,1,0
493,410,1,2025-05-25,1,5,20,67,10,514,1,0
494,412,1,2025-07-29,1,13,63,212,26,515,1,0
495,412,1,2026-01-31,1,13,63,213,26,516,1,0
496,413,1,2025-06-30,1,13,61,204,26,517,1,0
497,413,1,2025-05-19,1,13,61,206,26,518,1,0
498,413,1,2026-04-01,1,13,61,204,26,519,1,0
499,413,1,2025-04-09,1,13,61,205,26,520,1,0
500,413,1,2026-05-09,1,13,61,205,26,521,1,0
501,414,1,2025-09-14,1,5,30,103,9,522,1,0
502,414,1,2025-07-15,1,5,30,102,9,523,1,0
503,415,1,2025-02-22,1,29,120,425,58,524,1,0
504,416,1,2025-08-21,1,20,86,296,39,525,1,0
505,417,1,2026-04-11,1,5,21,70,10,526,1,0
506,417,1,2024-07-09,1,5,21,69,10,527,1,0
507,418,1,2025-04-10,1,20,86,296,40,528,1,0
508,418,1,2024-04-02,1,20,86,295,40,529,1,0
509,418,1,2024-10-23,1,20,86,295,40,530,1,0
510,418,1,2025-11-03,1,20,86,296,40,531,1,0
511,418,1,2025-05-30,1,20,86,295,40,532,1,0
512,420,1,2025-07-24,1,5,23,78,10,533,1,0
513,423,1,2025-11-23,1,22,96,336,43,534,1,0
514,423,1,2024-06-02,1,22,96,336,43,535,1,0
515,423,1,2026-05-28,1,22,96,336,43,536,1,0
516,424,1,2025-07-31,1,4,17,58,7,537,1,0
517,425,1,2025-11-08,1,15,69,234,30,538,1,0
518,425,1,2024-09-07,1,15,69,235,30,539,1,0
519,425,1,2025-04-21,1,15,69,234,30,540,1,0
520,426,1,2024-01-04,1,14,64,216,28,541,1,0
521,426,1,2025-01-08,1,14,64,216,28,542,1,0
522,428,1,2024-05-21,1,5,20,65,10,543,1,0
523,428,1,2024-06-16,1,5,20,64,10,544,1,0
524,429,1,2024-03-19,1,10,45,155,19,545,1,0
525,429,1,2025-08-04,1,10,45,154,19,546,1,0
526,432,1,2025-05-03,1,3,15,52,6,547,1,0
527,433,1,2025-06-29,1,29,119,420,58,548,1,0
528,434,1,2024-08-29,1,29,120,425,57,549,1,0
529,435,1,2024-08-20,1,14,65,218,28,550,1,0
530,437,1,2025-01-06,1,13,63,212,26,551,1,0
531,437,1,2024-04-09,1,13,63,212,26,552,1,0
532,441,1,2024-03-10,1,24,101,357,47,553,1,0
533,442,1,2024-10-01,1,17,73,248,34,554,1,0
534,442,1,2024-12-29,1,17,73,249,34,555,1,0
535,443,1,2024-05-26,1,22,94,330,43,556,1,0
536,443,1,2025-03-15,1,22,94,330,43,557,1,0
537,443,1,2025-10-09,1,22,94,330,43,558,1,0
538,445,1,2025-12-01,1,5,30,104,10,559,1,0
539,445,1,2025-03-12,1,5,30,104,10,560,1,0
540,446,1,2026-04-20,1,26,108,381,51,561,1,0
541,446,1,2024-05-09,1,26,108,380,51,562,1,0
542,447,1,2025-08-19,1,15,68,231,29,563,1,0
543,451,1,2025-12-30,1,23,97,341,45,564,1,0
544,451,1,2025-04-18,1,23,97,339,45,565,1,0
545,453,1,2025-07-24,1,30,122,433,60,568,1,0
546,454,1,2024-09-12,1,28,115,403,55,569,1,0
547,457,1,2024-02-28,1,13,61,206,26,570,1,0
548,458,1,2026-03-25,1,24,101,357,48,571,1,0
549,458,1,2024-02-01,1,24,101,357,48,572,1,0
550,458,1,2024-07-09,1,24,101,357,48,573,1,0
551,462,1,2024-03-06,1,26,110,387,51,574,1,0
552,462,1,2025-03-19,1,26,110,389,51,575,1,0
553,462,1,2025-01-09,1,26,110,387,51,576,1,0
554,463,1,2024-09-15,1,12,55,185,24,577,1,0
555,465,1,2025-07-13,1,4,16,55,8,578,1,0
556,465,1,2026-04-12,1,4,16,56,8,579,1,0
557,467,1,2025-01-12,1,5,20,64,10,580,1,0
558,474,1,2024-04-30,1,16,71,239,32,581,1,0
559,474,1,2025-08-23,1,16,71,242,32,582,1,0
560,475,1,2026-03-15,1,30,121,427,59,583,1,0
561,477,1,2024-01-07,1,10,43,148,19,584,1,0
562,479,1,2026-02-27,1,13,63,212,25,585,1,0
563,480,1,2024-01-02,1,19,83,286,37,586,1,0
564,481,1,2024-11-10,1,7,34,119,13,587,1,0
565,481,1,2026-01-01,1,7,34,119,13,588,1,0
566,482,1,2024-02-13,1,18,79,274,35,589,1,0
567,484,1,2025-09-18,1,5,25,86,9,590,1,0
568,485,1,2026-06-06,1,5,19,63,10,591,1,0
569,485,1,2026-01-10,1,5,19,62,10,592,1,0
570,485,1,2024-09-07,1,5,19,63,10,593,1,0
571,486,1,2025-11-27,1,24,102,358,47,594,1,0
572,488,1,2024-07-25,1,12,53,178,24,595,1,0
573,489,1,2025-10-10,1,3,13,45,5,596,1,0
574,489,1,2025-11-19,1,3,13,46,5,597,1,0
575,491,1,2024-02-09,1,22,95,332,44,598,1,0
576,491,1,2024-09-02,1,22,95,331,44,599,1,0
577,493,1,2024-12-30,1,11,50,171,22,600,1,0
578,493,1,2024-03-08,1,11,50,171,22,601,1,0
579,494,1,2025-02-14,1,13,63,210,25,602,1,0
580,495,1,2026-03-31,1,23,97,340,45,603,1,0
581,495,1,2024-06-13,1,23,97,339,45,604,1,0
582,497,1,2025-06-18,1,27,113,397,54,605,1,0
583,499,1,2025-08-09,1,5,27,93,10,606,1,0
584,499,1,2024-10-21,1,5,27,92,10,607,1,0
585,499,1,2025-07-18,1,5,27,93,10,608,1,0
586,499,1,2026-02-10,1,5,27,92,10,609,1,0
587,500,1,2025-01-08,1,5,21,69,10,610,1,0
588,501,1,2024-04-03,1,5,24,81,10,611,1,0
589,501,1,2025-04-27,1,5,24,80,10,612,1,0
590,501,1,2025-03-05,1,5,24,80,10,613,1,0
591,503,1,2024-07-21,1,11,51,174,21,614,1,0
592,503,1,2025-05-16,1,11,51,174,21,615,1,0
593,505,1,2025-05-11,1,5,29,101,10,616,1,0
594,505,1,2025-04-23,1,5,29,100,10,617,1,0
595,507,1,2025-12-18,1,27,114,401,54,618,1,0
596,509,1,2024-09-21,1,1,2,8,2,619,1,0
597,509,1,2024-04-07,1,1,2,6,2,620,1,0
598,510,1,2024-02-17,1,28,117,410,55,621,1,0
599,510,1,2024-02-27,1,28,117,410,55,622,1,0
600,511,1,2025-05-20,1,11,49,167,21,623,1,0
601,512,1,2026-03-13,1,25,104,367,49,624,1,0
602,512,1,2025-12-06,1,25,104,368,49,625,1,0
603,512,1,2024-05-05,1,25,104,368,49,626,1,0
604,512,1,2025-11-01,1,25,104,368,49,627,1,0
605,513,1,2026-01-02,1,11,47,161,22,628,1,0
606,515,1,2024-03-30,1,5,29,101,9,629,1,0
607,516,1,2024-11-03,1,6,32,112,11,630,1,0
608,516,1,2025-09-26,1,6,32,111,11,631,1,0
609,517,1,2024-04-16,1,19,83,285,37,632,1,0
610,517,1,2026-05-05,1,19,83,286,37,633,1,0
611,517,1,2026-04-17,1,19,83,287,37,634,1,0
612,517,1,2025-11-23,1,19,83,287,37,635,1,0
613,517,1,2024-05-14,1,19,83,284,37,636,1,0
614,518,1,2025-08-04,1,25,103,363,49,637,1,0
615,518,1,2026-04-05,1,25,103,363,49,638,1,0
616,518,1,2025-08-12,1,25,103,364,49,639,1,0
617,519,1,2026-02-04,1,19,82,283,37,640,1,0
618,524,1,2025-06-10,1,5,29,100,9,641,1,0
619,524,1,2025-01-12,1,5,29,101,9,642,1,0
620,525,1,2024-06-21,1,5,27,91,9,643,1,0
621,525,1,2024-09-12,1,5,27,92,9,644,1,0
622,525,1,2026-02-01,1,5,27,95,9,645,1,0
623,526,1,2025-03-19,1,11,50,168,22,646,1,0
624,527,1,2024-07-08,1,26,110,389,51,647,1,0
625,527,1,2024-12-03,1,26,110,388,51,648,1,0
626,528,1,2025-03-15,1,16,70,238,31,649,1,0
627,528,1,2024-10-24,1,16,70,237,31,650,1,0
628,528,1,2024-12-27,1,16,70,237,31,651,1,0
629,528,1,2025-05-25,1,16,70,238,31,652,1,0
630,528,1,2025-10-30,1,16,70,237,31,653,1,0
631,528,1,2024-11-23,1,16,70,238,31,654,1,0
632,528,1,2024-11-15,1,16,70,237,31,655,1,0
633,530,1,2024-01-17,1,15,67,224,29,656,1,0
634,530,1,2025-08-20,1,15,67,224,29,657,1,0
635,531,1,2024-09-25,1,5,29,100,10,658,1,0
636,531,1,2024-09-20,1,5,29,101,10,659,1,0
637,532,1,2024-04-14,1,17,75,258,33,660,1,0
638,532,1,2026-03-07,1,17,75,257,33,661,1,0
639,533,1,2025-09-15,1,31,126,446,62,662,1,0
640,533,1,2026-01-24,1,31,126,447,62,663,1,0
641,533,1,2024-05-20,1,31,126,446,62,664,1,0
642,534,1,2024-11-23,1,14,64,216,27,665,1,0
643,535,1,2024-02-03,1,9,42,144,17,666,1,0
644,535,1,2024-03-16,1,9,42,144,17,667,1,0
645,536,1,2026-05-24,1,10,45,156,19,668,1,0
646,536,1,2026-01-18,1,10,45,155,19,669,1,0
647,537,1,2024-02-17,1,25,103,363,50,670,1,0
648,538,1,2025-02-01,1,26,107,379,51,671,1,0
649,538,1,2026-01-08,1,26,107,378,51,672,1,0
650,539,1,2025-11-27,1,5,26,89,10,673,1,0
651,540,1,2024-12-20,1,14,65,219,28,674,1,0
652,541,1,2024-10-14,1,21,88,306,42,675,1,0
653,542,1,2024-10-01,1,5,23,78,10,676,1,0
654,542,1,2025-07-30,1,5,23,77,10,677,1,0
655,542,1,2025-09-08,1,5,23,75,10,678,1,0
656,542,1,2026-03-24,1,5,23,77,10,679,1,0
657,543,1,2024-09-29,1,5,21,71,9,680,1,0
658,544,1,2026-05-15,1,29,119,421,58,681,1,0
659,545,1,2026-04-21,1,5,22,73,9,682,1,0
660,547,1,2024-11-08,1,2,5,18,3,683,1,0
661,548,1,2025-01-02,1,21,89,310,42,684,1,0
662,548,1,2024-06-19,1,21,89,311,42,685,1,0
663,548,1,2024-05-12,1,21,89,308,42,686,1,0
664,548,1,2026-01-21,1,21,89,309,42,687,1,0
665,549,1,2025-03-04,1,8,37,127,16,688,1,0
666,549,1,2025-07-13,1,8,37,127,16,689,1,0
667,550,1,2025-03-14,1,11,46,157,21,690,1,0
668,550,1,2026-04-20,1,11,46,159,21,691,1,0
669,550,1,2025-06-20,1,11,46,159,21,692,1,0
670,551,1,2025-08-05,1,11,51,172,22,693,1,0
671,551,1,2024-01-30,1,11,51,173,22,694,1,0
672,552,1,2024-08-20,1,19,84,288,37,695,1,0
673,554,1,2024-05-02,1,24,100,352,48,696,1,0
674,554,1,2025-10-01,1,24,100,354,48,697,1,0
675,555,1,2024-11-30,1,17,77,264,34,698,1,0
676,556,1,2024-06-17,1,4,18,61,8,699,1,0
677,556,1,2024-04-28,1,4,18,59,8,700,1,0
678,557,1,2025-01-29,1,11,51,173,22,701,1,0
679,557,1,2026-06-07,1,11,51,174,22,702,1,0
680,558,1,2026-03-23,1,3,10,34,5,703,1,0
681,559,1,2025-03-20,1,22,93,325,43,704,1,0
682,559,1,2025-12-03,1,22,93,328,43,705,1,0
683,559,1,2024-06-25,1,22,93,327,43,706,1,0
684,559,1,2024-06-13,1,22,93,327,43,707,1,0
685,559,1,2024-05-27,1,22,93,327,43,708,1,0
686,559,1,2025-03-07,1,22,93,328,43,709,1,0
687,560,1,2025-04-20,1,5,26,87,10,710,1,0
688,561,1,2026-06-07,1,22,92,321,43,711,1,0
689,562,1,2025-02-02,1,5,24,81,10,712,1,0
690,562,1,2025-11-26,1,5,24,82,10,713,1,0
691,562,1,2025-08-23,1,5,24,80,10,714,1,0
692,563,1,2026-02-15,1,10,45,154,20,715,1,0
693,563,1,2024-02-27,1,10,45,155,20,716,1,0
694,565,1,2025-06-04,1,5,26,90,10,717,1,0
695,566,1,2024-05-04,1,28,116,408,55,718,1,0
696,566,1,2024-06-27,1,28,116,409,55,719,1,0
697,567,1,2026-02-28,1,22,96,337,44,720,1,0
698,567,1,2026-03-30,1,22,96,337,44,721,1,0
699,568,1,2026-03-23,1,2,5,18,4,722,1,0
700,568,1,2024-05-03,1,2,5,18,4,723,1,0
701,569,1,2026-06-07,1,11,47,162,22,724,1,0
702,569,1,2025-08-15,1,11,47,162,22,725,1,0
703,569,1,2024-01-01,1,11,47,161,22,726,1,0
704,572,1,2024-03-22,1,5,26,89,9,727,1,0
705,572,1,2024-08-15,1,5,26,88,9,728,1,0
706,572,1,2025-02-04,1,5,26,89,9,729,1,0
707,572,1,2025-08-17,1,5,26,90,9,730,1,0
708,576,1,2025-06-04,1,4,17,57,7,731,1,0
709,576,1,2024-09-29,1,4,17,58,7,732,1,0
710,577,1,2024-02-05,1,3,11,39,6,733,1,0
711,578,1,2024-04-02,1,30,123,436,60,734,1,0
712,580,1,2025-01-25,1,28,117,414,56,735,1,0
713,580,1,2025-09-01,1,28,117,413,56,736,1,0
714,581,1,2025-03-29,1,11,48,163,22,737,1,0
715,581,1,2026-04-26,1,11,48,163,22,738,1,0
716,581,1,2024-11-13,1,11,48,164,22,739,1,0
717,582,1,2025-06-02,1,27,112,395,53,740,1,0
718,583,1,2025-08-04,1,5,29,100,9,741,1,0
719,583,1,2024-05-28,1,5,29,101,9,742,1,0
720,585,1,2024-03-16,1,23,98,344,45,743,1,0
721,585,1,2024-10-11,1,23,98,345,45,744,1,0
722,585,1,2025-12-26,1,23,98,344,45,745,1,0
723,586,1,2024-05-03,1,26,106,375,52,746,1,0
724,588,1,2024-04-16,1,22,93,325,44,751,1,0
725,590,1,2025-06-30,1,30,123,437,59,752,1,0
726,591,1,2025-10-28,1,13,59,198,25,753,1,0
727,591,1,2024-08-24,1,13,59,198,25,754,1,0
728,594,1,2026-03-01,1,5,21,69,9,755,1,0
729,595,1,2025-02-09,1,13,59,198,25,756,1,0
730,596,1,2025-09-17,1,15,69,235,30,757,1,0
731,596,1,2024-09-24,1,15,69,236,30,758,1,0
732,597,1,2026-06-11,1,5,24,80,10,759,1,0
733,597,1,2024-05-20,1,5,24,79,10,760,1,0
734,600,1,2025-11-02,1,11,46,158,22,761,1,0
735,602,1,2026-03-06,1,26,106,375,52,762,1,0
736,602,1,2025-04-04,1,26,106,376,52,763,1,0
737,606,1,2025-04-17,1,25,104,368,50,764,1,0
738,607,1,2025-03-12,1,4,17,57,7,765,1,0
739,607,1,2025-05-23,1,4,17,57,7,766,1,0
740,607,1,2025-12-04,1,4,17,58,7,767,1,0
741,608,1,2025-05-17,1,2,7,22,3,768,1,0
742,609,1,2025-01-20,1,22,93,326,44,769,1,0
743,611,1,2025-03-28,1,5,21,71,9,770,1,0
744,611,1,2024-12-13,1,5,21,69,9,771,1,0
745,611,1,2024-09-03,1,5,21,70,9,772,1,0
746,611,1,2026-06-19,1,5,21,71,9,773,1,0
747,613,1,2025-06-15,1,10,44,151,20,774,1,0
748,613,1,2024-06-22,1,10,44,150,20,775,1,0
749,614,1,2026-05-19,1,31,125,442,61,776,1,0
750,614,1,2024-06-18,1,31,125,442,61,777,1,0
751,614,1,2024-09-03,1,31,125,441,61,778,1,0
752,615,1,2026-06-13,1,5,19,62,10,779,1,0
753,617,1,2025-03-03,1,5,19,63,9,780,1,0
754,617,1,2025-08-31,1,5,19,63,9,781,1,0
755,618,1,2025-03-29,1,19,84,289,38,782,1,0
756,622,1,2024-11-28,1,5,24,80,9,783,1,0
757,623,1,2024-12-03,1,8,37,128,15,784,1,0
758,623,1,2024-08-02,1,8,37,128,15,785,1,0
759,623,1,2025-04-04,1,8,37,129,15,786,1,0
760,623,1,2025-06-09,1,8,37,127,15,787,1,0
761,625,1,2026-05-23,1,5,22,74,10,788,1,0
762,625,1,2024-12-07,1,5,22,73,10,789,1,0
763,625,1,2025-01-21,1,5,22,72,10,790,1,0
764,625,1,2025-03-11,1,5,22,72,10,791,1,0
765,625,1,2025-07-18,1,5,22,74,10,792,1,0
766,626,1,2025-05-28,1,22,96,338,43,793,1,0
767,626,1,2026-06-13,1,22,96,338,43,794,1,0
768,626,1,2025-11-17,1,22,96,336,43,795,1,0
769,626,1,2024-07-27,1,22,96,338,43,796,1,0
770,627,1,2025-10-31,1,19,82,282,37,797,1,0
771,627,1,2025-05-24,1,19,82,283,37,798,1,0
772,627,1,2025-07-03,1,19,82,283,37,799,1,0
773,627,1,2024-10-08,1,19,82,282,37,800,1,0
774,627,1,2024-10-06,1,19,82,282,37,801,1,0
775,629,1,2026-04-25,1,6,32,112,11,802,1,0
776,630,1,2025-12-01,1,22,92,322,44,803,1,0
777,631,1,2025-01-03,1,22,92,322,44,804,1,0
778,632,1,2026-06-09,1,10,44,153,20,805,1,0
779,632,1,2025-09-16,1,10,44,152,20,806,1,0
780,634,1,2024-06-26,1,11,48,163,21,807,1,0
781,634,1,2024-08-03,1,11,48,163,21,808,1,0
782,637,1,2025-10-04,1,15,69,234,30,809,1,0
783,637,1,2026-06-06,1,15,69,236,30,810,1,0
784,637,1,2024-09-30,1,15,69,235,30,811,1,0
785,637,1,2024-08-06,1,15,69,235,30,812,1,0
786,638,1,2025-03-17,1,13,61,204,25,813,1,0
787,638,1,2026-01-17,1,13,61,205,25,814,1,0
788,639,1,2026-02-14,1,29,120,424,57,815,1,0
789,643,1,2025-09-17,1,4,17,58,7,818,1,0
790,645,1,2026-06-05,1,25,105,372,49,819,1,0
791,646,1,2025-04-26,1,8,37,127,15,820,1,0
792,647,1,2026-04-10,1,6,33,113,12,821,1,0
793,647,1,2025-01-10,1,6,33,113,12,822,1,0
794,648,1,2024-05-31,1,15,68,231,30,823,1,0
795,649,1,2025-02-06,1,5,22,73,10,824,1,0
796,649,1,2026-01-11,1,5,22,73,10,825,1,0
797,649,1,2024-11-22,1,5,22,74,10,826,1,0
798,649,1,2025-09-27,1,5,22,73,10,827,1,0
799,650,1,2025-10-26,1,5,19,62,10,828,1,0
800,651,1,2024-10-29,1,21,88,306,42,829,1,0
801,652,1,2024-09-10,1,27,114,400,54,830,1,0
802,652,1,2025-12-15,1,27,114,400,54,831,1,0
803,653,1,2025-06-26,1,7,35,121,13,832,1,0
804,653,1,2024-10-04,1,7,35,120,13,833,1,0
805,654,1,2026-05-07,1,17,74,255,33,834,1,0
806,654,1,2025-08-11,1,17,74,252,33,835,1,0
807,655,1,2026-03-26,1,5,28,97,10,836,1,0
808,655,1,2026-04-07,1,5,28,96,10,837,1,0
809,655,1,2025-12-03,1,5,28,99,10,838,1,0
810,657,1,2025-08-16,1,2,5,17,3,839,1,0
811,658,1,2026-02-05,1,23,99,349,46,840,1,0
812,658,1,2024-03-05,1,23,99,347,46,841,1,0
813,659,1,2026-01-14,1,24,102,361,47,842,1,0
814,660,1,2026-04-19,1,17,78,269,33,843,1,0
815,661,1,2024-05-20,1,24,100,355,47,844,1,0
816,661,1,2026-01-04,1,24,100,355,47,845,1,0
817,663,1,2024-01-20,1,7,36,126,14,846,1,0
818,663,1,2026-03-14,1,7,36,126,14,847,1,0
819,664,1,2024-12-25,1,3,15,53,6,848,1,0
820,664,1,2025-04-23,1,3,15,52,6,849,1,0
821,666,1,2025-07-10,1,26,111,391,52,851,1,0
822,666,1,2025-02-13,1,26,111,392,52,852,1,0
823,667,1,2025-09-13,1,29,118,416,58,853,1,0
824,668,1,2024-03-14,1,29,118,416,57,854,1,0
825,668,1,2024-02-05,1,29,118,418,57,855,1,0
826,668,1,2025-02-16,1,29,118,418,57,856,1,0
827,668,1,2025-12-31,1,29,118,418,57,857,1,0
828,669,1,2025-02-08,1,11,46,157,21,858,1,0
829,669,1,2025-01-26,1,11,46,158,21,859,1,0
830,670,1,2025-01-15,1,5,26,89,10,860,1,0
831,670,1,2024-02-16,1,5,26,87,10,861,1,0
832,672,1,2024-07-17,1,5,26,88,9,862,1,0
833,673,1,2026-02-03,1,20,86,296,39,863,1,0
834,673,1,2026-03-17,1,20,86,296,39,864,1,0
835,673,1,2025-02-15,1,20,86,296,39,865,1,0
836,673,1,2025-11-30,1,20,86,295,39,866,1,0
837,673,1,2025-07-13,1,20,86,296,39,867,1,0
838,674,1,2026-05-26,1,4,16,56,8,868,1,0
839,677,1,2026-03-19,1,3,11,39,6,869,1,0
840,678,1,2025-06-06,1,9,41,140,18,870,1,0
841,679,1,2025-12-29,1,11,49,165,22,871,1,0
842,680,1,2026-06-07,1,11,51,173,22,872,1,0
843,680,1,2024-07-01,1,11,51,174,22,873,1,0
844,682,1,2025-03-08,1,22,93,325,44,875,1,0
845,683,1,2025-10-28,1,27,112,395,53,876,1,0
846,683,1,2024-12-29,1,27,112,394,53,877,1,0
847,683,1,2024-11-10,1,27,112,396,53,878,1,0
848,684,1,2025-02-26,1,5,29,100,10,879,1,0
849,688,1,2024-04-14,1,21,90,312,41,880,1,0
850,689,1,2024-11-08,1,29,119,422,58,881,1,0
851,689,1,2024-10-15,1,29,119,422,58,882,1,0
852,690,1,2024-03-19,1,7,36,126,14,883,1,0
853,690,1,2024-02-25,1,7,36,126,14,884,1,0
854,691,1,2024-12-19,1,1,1,4,1,885,1,0
855,691,1,2024-02-02,1,1,1,2,1,886,1,0
856,692,1,2026-01-30,1,25,103,366,50,887,1,0
857,692,1,2025-10-17,1,25,103,364,50,888,1,0
858,693,1,2025-09-02,1,5,19,63,9,889,1,0
859,694,1,2025-01-01,1,3,13,46,5,890,1,0
860,694,1,2024-03-17,1,3,13,45,5,891,1,0
861,694,1,2025-05-17,1,3,13,46,5,892,1,0
862,695,1,2024-09-27,1,18,80,275,36,893,1,0
863,695,1,2024-12-14,1,18,80,276,36,894,1,0
864,695,1,2024-10-28,1,18,80,275,36,895,1,0
865,697,1,2026-03-11,1,3,15,52,6,896,1,0
866,698,1,2024-06-23,1,22,94,330,44,897,1,0
867,699,1,2024-03-10,1,24,101,357,47,898,1,0
868,701,1,2025-07-27,1,31,125,443,61,899,1,0
869,701,1,2025-04-02,1,31,125,441,61,900,1,0
870,702,1,2024-04-24,1,5,30,104,9,901,1,0
871,702,1,2024-11-11,1,5,30,102,9,902,1,0
872,704,1,2025-03-07,1,22,94,330,44,903,1,0
873,704,1,2024-05-21,1,22,94,329,44,904,1,0
874,705,1,2025-09-08,1,27,113,397,53,905,1,0
875,706,1,2026-02-26,1,4,16,54,7,906,1,0
876,707,1,2026-02-28,1,21,88,305,41,907,1,0
877,707,1,2024-02-09,1,21,88,302,41,908,1,0
878,707,1,2024-10-19,1,21,88,302,41,909,1,0
879,707,1,2026-05-07,1,21,88,304,41,910,1,0
880,707,1,2025-10-17,1,21,88,302,41,911,1,0
881,711,1,2024-05-10,1,29,120,423,58,912,1,0
882,713,1,2026-04-08,1,2,6,21,4,913,1,0
883,715,1,2024-01-12,1,10,44,150,20,914,1,0
884,716,1,2024-10-13,1,23,98,344,46,915,1,0
885,717,1,2025-05-20,1,26,111,391,51,916,1,0
886,717,1,2025-04-09,1,26,111,392,51,917,1,0
887,717,1,2025-08-24,1,26,111,393,51,918,1,0
888,717,1,2026-01-30,1,26,111,391,51,919,1,0
889,718,1,2026-03-13,1,28,115,404,56,920,1,0
890,718,1,2025-10-14,1,28,115,403,56,921,1,0
891,718,1,2025-01-07,1,28,115,404,56,922,1,0
892,721,1,2025-01-06,1,19,83,286,37,923,1,0
893,721,1,2026-04-20,1,19,83,287,37,924,1,0
894,722,1,2024-09-03,1,5,20,64,9,925,1,0
895,724,1,2026-03-25,1,23,98,346,45,926,1,0
896,724,1,2024-08-12,1,23,98,345,45,927,1,0
897,725,1,2025-01-29,1,5,24,81,10,928,1,0
898,725,1,2026-01-30,1,5,24,82,10,929,1,0
899,726,1,2025-12-10,1,7,35,123,13,930,1,0
900,727,1,2025-06-19,1,5,19,63,9,931,1,0
901,728,1,2026-02-03,1,15,68,233,29,932,1,0
902,730,1,2024-07-13,1,5,26,90,10,934,1,0
903,733,1,2024-05-23,1,13,61,205,25,935,1,0
904,733,1,2025-02-22,1,13,61,205,25,936,1,0
905,735,1,2026-03-06,1,12,55,185,24,937,1,0
906,736,1,2026-01-07,1,3,11,37,6,938,1,0
907,736,1,2025-05-11,1,3,11,39,6,939,1,0
908,736,1,2025-06-16,1,3,11,39,6,940,1,0
909,736,1,2026-02-11,1,3,11,37,6,941,1,0
910,738,1,2025-10-23,1,13,59,197,26,942,1,0
911,740,1,2025-09-07,1,2,7,23,4,943,1,0
912,741,1,2025-10-23,1,22,95,335,44,944,1,0
913,741,1,2024-10-11,1,22,95,331,44,945,1,0
914,742,1,2024-06-20,1,26,107,378,51,946,1,0
915,743,1,2026-01-18,1,5,23,76,10,947,1,0
916,743,1,2026-03-12,1,5,23,75,10,948,1,0
917,746,1,2026-04-04,1,27,114,400,54,949,1,0
918,746,1,2024-02-26,1,27,114,401,54,950,1,0
919,747,1,2024-02-23,1,5,29,101,10,951,1,0
920,747,1,2024-10-15,1,5,29,100,10,952,1,0
921,748,1,2024-05-23,1,3,10,31,5,953,1,0
922,748,1,2025-06-05,1,3,10,33,5,954,1,0
923,749,1,2025-08-31,1,1,3,11,2,955,1,0
924,749,1,2025-12-23,1,1,3,11,2,956,1,0
925,750,1,2026-06-04,1,5,20,66,9,957,1,0
926,751,1,2025-03-15,1,15,69,236,29,958,1,0
927,751,1,2026-01-28,1,15,69,234,29,959,1,0
928,751,1,2025-09-06,1,15,69,234,29,960,1,0
929,752,1,2025-09-26,1,23,97,342,46,961,1,0
930,752,1,2024-11-29,1,23,97,342,46,962,1,0
931,752,1,2024-02-14,1,23,97,341,46,963,1,0
932,752,1,2024-10-29,1,23,97,340,46,964,1,0
933,753,1,2024-04-07,1,22,91,317,44,965,1,0
934,753,1,2025-07-15,1,22,91,318,44,966,1,0
935,753,1,2026-02-07,1,22,91,318,44,967,1,0
936,753,1,2025-11-13,1,22,91,319,44,968,1,0
937,753,1,2024-07-03,1,22,91,318,44,969,1,0
938,753,1,2026-04-08,1,22,91,318,44,970,1,0
939,755,1,2026-06-05,1,3,14,47,5,971,1,0
940,755,1,2025-12-18,1,3,14,49,5,972,1,0
941,755,1,2024-02-02,1,3,14,48,5,973,1,0
942,755,1,2026-03-16,1,3,14,47,5,974,1,0
943,756,1,2025-01-13,1,2,4,14,4,975,1,0
944,756,1,2024-09-23,1,2,4,12,4,976,1,0
945,756,1,2026-02-09,1,2,4,16,4,977,1,0
946,758,1,2025-01-08,1,22,96,337,43,978,1,0
947,758,1,2025-07-06,1,22,96,336,43,979,1,0
948,760,1,2024-12-26,1,3,12,42,6,980,1,0
949,763,1,2025-06-13,1,11,50,169,21,982,1,0
950,763,1,2024-12-10,1,11,50,168,21,983,1,0
951,765,1,2026-03-11,1,17,78,271,34,984,1,0
952,767,1,2025-06-30,1,22,93,324,43,986,1,0
